name	skill_level	skill_type	skill_type2	buff_type	require_class_knight	require_class_archer	require_class_wizard	require_class_berserker	require_class_hunter	require_class_sorcerer	require_class_swashbuckler	require_class_ranger	require_class_elementaler	require_class_slayer	require_class_obiter	require_class_summoner	require_class_scion	require_level	require_point	require_heroic_point	require_charisma_point	damage_a	damage_magic	damage_water	damage_air	damage_earth	damage_fire	damage_poison	damage_ice	damage_thunder	dmg_heroic	damage_c	damage_a_PERCENT	damage_magic_PERCENT	damage_water_PERCENT	damage_air_PERCENT	damage_earth_PERCENT	damage_fire_PERCENT	damage_poison_PERCENT	damage_ice_PERCENT	damage_thunder_PERCENT	dmg_heroic_percent	damage_c_PERCENT	resist_a	cost_hp	cost_mp	cost_sp	cost_arrow	endskill_cost_hp	cast_time	recast_time	semi_recast_time	duration	interval	show damage	range	area_r	area_f1	area_f2	dot_dmg_a	dot_dmg_magic	dot_dmg_water	dot_dmg_air	dot_dmg_earth	dot_dmg_fire	dot_dmg_poison	dot_dmg_ice	dot_dmg_thunder	dot_dmg_heroic	dot_dmg_a_PERCENT	dot_dmg_magic_PERCENT	dot_dmg_water_PERCENT	dot_dmg_air_PERCENT	dot_dmg_earth_PERCENT	dot_dmg_fire_PERCENT	dot_dmg_poison_PERCENT	dot_dmg_ice_PERCENT	dot_dmg_thunder_PERCENT	move_distance	reflect_max	heroic_reflect_max	defense_max	reflect_con	defense_con	damage_shield	counter_up	counter_reduce	hot	dmg_adjust	dmg_show_divide	hp_recovery	mp_recovery	sp_recovery	warrior_lev	change_monster	block_point	stun_time	stun_generate_time	critical	skill_range	skill_rate	damage_convert_hp	damage_convert_mp	regen_hp	regen_mp	charge_1	charge_2	charge_3	aggrodoll_hp	dot_damage_time	cost_mp_decrease	cast_time_decrease	skill_levelup	mp_convert_hp	death	time_control	item_parts	skill_cost	skill_upgrade_cost	skill_classify_id	skill_classify_level	velocity	summons_tid	creature_tid	additional_skilltid	additional_duration	max_target_num	limit_quantity	summons_count	bonus_exp	bonus_money	bonus_drop_rate	bonus_charisma_add_rate	level_diff	divide_rate	ea_damage_physical	ea_damage_magic	ea_damage_water	ea_damage_air	ea_damage_earth	ea_damage_fire	ea_damage_poison	ea_damage_ice	ea_damage_thunder	ea_damage_c	ea_damage_physical_PERCENT	ea_damage_magic_PERCENT	ea_damage_water_PERCENT	ea_damage_air_PERCENT	ea_damage_earth_PERCENT	ea_damage_fire_PERCENT	ea_damage_poison_PERCENT	ea_damage_ice_PERCENT	ea_damage_thunder_PERCENT	ea_damage_c_PERCENT	FACTOR_POINT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	dmg_min_heroic	dmg_max_heroic	def_point_heroic	heroic_melee_Resistance	heroic_ranged_Resistance	heroic_magic_Resistance	FACTOR_PERCENT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	FACTOR_MAGNIFY	movement	atk_speed
	13	2		0						1								49	1																											100				2560	648000	2560	540000																																																																																																								48		80			46																																			41																																																																									
	14	2		0						1								52	1																											105				2560	666000	2560	555000																																																																																																								51		85			49																																			44																																																																									
	15	2		0						1								55	1																											110				2560	684000	2560	570000																																																																																																								54		90			52																																			47																																																																									
	16	2		0						1																																																																																																																																																																																																																																																																				
	17	2		0						1																																																																																																																																																																																																																																																																				
	18	2		0						1																																																																																																																																																																																																																																																																				
	19	2		0						1																																																																																																																																																																																																																																																																				
	20	2		0						1																																																																																																																																																																																																																																																																				
세이브 미니츠	1	2		0						1								8	1																											35				2560	432000	2560	360000																																																			30														320																																																													8									8									10																																																																									
	2	2		0						1								11	1																											40				2560	456000	2560	380000																																																			40															1120																																																												10									10									12																																																																									
	3	2		0						1								14	1																											45				2560	480000	2560	400000																																																			50															2400																																																												12									12									14																																																																									
	4	2		0						1								17	1																											50				2560	504000	2560	420000																																																			60															4160																																																												14									14									16																																																																									
	5	2		0						1								20	1																											55				2560	528000	2560	440000																																																			70															8000																																																												16									16									18																																																																									
	6	2		0						1								23	1																											60				2560	552000	2560	460000																																																			80																																																																											18									18									20																																																																									
	7	2		0						1								26	1																											65				2560	576000	2560	480000																																																			90																																																																											20									20									22																																																																									
	8	2		0						1								29	1																											70				2560	600000	2560	500000																																																			100																																																																											22									22									24																																																																									
	9	2		0						1								32	1																											75				2560	624000	2560	520000																																																			110																																																																											24									24									26																																																																									
	10	2		0						1								35	1																											80				2560	648000	2560	540000																																																			120																																																																											26									26									28																																																																									
	11	2		0						1								38	1																											85				2560	672000	2560	560000																																																			130																																																																											28									28									30																																																																									
	12	2		0						1								41	1																											90				2560	696000	2560	580000																																																			140																																																																											30									30									32																																																																									
	13	2		0						1								44	1																											95				2560	720000	2560	600000																																																			150																																																																											32									32									34																																																																									
	14	2		0						1								47	1																											100				2560	744000	2560	620000																																																			160																																																																											34									34									36																																																																									
	15	2		0						1								50	1																											105				2560	768000	2560	640000																																																			170																																																																											36									36									38																																																																									
	16	2		0						1																																																																																																																																																																																																																																																																				
	17	2		0						1																																																																																																																																																																																																																																																																				
	18	2		0						1																																																																																																																																																																																																																																																																				
	19	2		0						1																																																																																																																																																																																																																																																																				
	20	2		0						1																																																																																																																																																																																																																																																																				
콜 스웜프	1	2	1	1						1								18	1														190													45				1660	6160	1660	6000			20				70																																																		1000								1200																																																																																																								-14																																																
	2	2	1	1						1								21	1														200													50				1660	6160	1660	9000			20				80																																																		1000									3200																																																																																																							-18																																																
	3	2	1	1						1								24	1														210													55				1660	6160	1660	12000			20				90																																																		1000									9600																																																																																																							-22																																																
	4	2	1	1						1								27	1														220													60				1660	6160	1660	15000			20				100																																																		1000									19200																																																																																																							-26																																																
	5	2	1	1						1								30	1														230													65				1660	6160	1660	18000			20				110																																																		1000									36000																																																																																																							-30																																																
	6	2	1	1						1								33	1														240													70				1660	6160	1660	21000			20				120																																																		1000																																																																																																																-34																																																
	7	2	1	1						1								36	1														250													75				1660	6160	1660	24000			20				130																																																		1000																																																																																																																-38																																																
	8	2	1	1						1								39	1														260													80				1660	6160	1660	27000			20				140																																																		1000																																																																																																																-42																																																
	9	2	1	1						1								42	1														270													85				1660	6160	1660	30000			20				150																																																		1000																																																																																																																-46																																																
	10	2	1	1						1								45	1														280													90				1660	6160	1660	33000			20				160																																																		1000																																																																																																																-46																																																
	11	2	1	1						1								48	1														290													95				1660	6160	1660	36000			20				170																																																		1000																																																																																																																-46																																																
	12	2	1	1						1								51	1														300													100				1660	6160	1660	39000			20				180																																																		1000																																																																																																																-46																																																
	13	2	1	1						1								54	1														310													105				1660	6160	1660	42000			20				190																																																		1000																																																																																																																-46																																																
	14	2	1	1						1								57	1														320													110				1660	6160	1660	45000			20				200																																																		1000																																																																																																																-46																																																
	15	2	1	1						1								60	1														330													115				1660	6160	1660	48000			20				210																																																		1000																																																																																																																-46																																																
	16	2	1	1						1																																																																																																																																																																																																																																																																				
	17	2	1	1						1																																																																																																																																																																																																																																																																				
	18	2	1	1						1																																																																																																																																																																																																																																																																				
	19	2	1	1						1																																																																																																																																																																																																																																																																				
	20	2	1	1						1																																																																																																																																																																																																																																																																				
마나 시퀀스	1	2	1							1								23	1														215													55				2130	6630	2130			2	20																																																														2400				2000																																																																																																																																																				
	2	2	1							1								26	1														225													60				2130	6630	2130			2	20																																																															8000			2000																																																																																																																																																				
	3	2	1							1								29	1														235													65				2130	6630	2130			2	20																																																															19200			2000																																																																																																																																																				
	4	2	1							1								32	1														245													70				2130	6630	2130			2	20																																																															32000			2000																																																																																																																																																				
	5	2	1							1								35	1														255													75				2130	6630	2130			2	20																																																															80000			2000																																																																																																																																																				
	6	2	1							1								38	1														265													80				2130	6630	2130			2	20																																																																		2000																																																																																																																																																				
	7	2	1							1								41	1														275													85				2130	6630	2130			2	20																																																																		2000																																																																																																																																																				
	8	2	1							1								44	1														285													90				2130	6630	2130			2	20																																																																		2000																																																																																																																																																				
	9	2	1							1								47	1														295													95				2130	6630	2130			2	20																																																																		2000																																																																																																																																																				
	10	2	1							1								50	1														305													100				2130	6630	2130			2	20																																																																		2000																																																																																																																																																				
	11	2	1							1								53	1														315													105				2130	6630	2130			2	20																																																																		2000																																																																																																																																																				
	12	2	1							1								56	1														325													110				2130	6630	2130			2	20																																																																		2000																																																																																																																																																				
	13	2	1							1								59	1														335													115				2130	6630	2130			2	20																																																																		2000																																																																																																																																																				
	14	2	1							1								62	1														345													120				2130	6630	2130			2	20																																																																		2000																																																																																																																																																				
	15	2	1							1								65	1														355													125				2130	6630	2130			2	20																																																																		2000																																																																																																																																																				
	16	2	1							1																																																																																																																																																																																																																																																																				
	17	2	1							1																																																																																																																																																																																																																																																																				
	18	2	1							1																																																																																																																																																																																																																																																																				
	19	2	1							1																																																																																																																																																																																																																																																																				
	20	2	1							1																																																																																																																																																																																																																																																																				
옵티멈	1	2		0						1								33	1																											70				2560	432000	2560	360000																																																										-30							8000																																																																																																								6						5																																										
	2	2		0						1								36	1																											75				2560	456000	2560	380000																																																										-35								32000																																																																																																							8						8																																										
	3	2		0						1								39	1																											80				2560	480000	2560	400000																																																										-40								72000																																																																																																							10						11																																										
	4	2		0						1								42	1																											85				2560	504000	2560	420000																																																										-45								128000																																																																																																							12						14																																										
	5	2		0						1								45	1																											90				2560	528000	2560	440000																																																										-50								200000																																																																																																							14						17																																										
	6	2		0						1								48	1																											95				2560	552000	2560	460000																																																										-55																																																																																																															16						20																																										
	7	2		0						1								51	1																											100				2560	576000	2560	480000																																																										-60																																																																																																															18						23																																										
	8	2		0						1								54	1																											105				2560	600000	2560	500000																																																										-65																																																																																																															20						26																																										
	9	2		0						1								57	1																											110				2560	624000	2560	520000																																																										-70																																																																																																															20						29																																										
	10	2		0						1								60	1																											115				2560	648000	2560	540000																																																										-75																																																																																																															20						32																																										
	11	2		0						1								63	1																											120				2560	672000	2560	560000																																																										-80																																																																																																															20						35																																										
	12	2		0						1								66	1																											125				2560	696000	2560	580000																																																										-85																																																																																																															20						38																																										
	13	2		0						1								69	1																											130				2560	720000	2560	600000																																																										-90																																																																																																															20						41																																										
	14	2		0						1								72	1																											135				2560	744000	2560	620000																																																										-95																																																																																																															20						44																																										
	15	2		0						1								75	1																											140				2560	768000	2560	640000																																																										-100																																																																																																															20						47																																										
	16	2		0						1																																																																																																																																																																																																																																																																				
	17	2		0						1																																																																																																																																																																																																																																																																				
	18	2		0						1																																																																																																																																																																																																																																																																				
	19	2		0						1																																																																																																																																																																																																																																																																				
	20	2		0						1																																																																																																																																																																																																																																																																				
할트	1	2		1						1								28	1																											65				1900	6000	1900	5000			20																																													30																	5600																																																																																																																																																								
	2	2		1						1								31	1																											70				1900	8000	1900	7000			20																																													35																		16000																																																																																																																																																							
	3	2		1						1								34	1																											45				1900	11000	1900	9000			20																																													40																		48000																																																																																																																																																							
	4	2		1						1								37	1																											50				1900	13000	1900	11000			20																																													45																		64000																																																																																																																																																							
	5	2		1						1								40	1																											55				1900	16000	1900	13000			20																																													50																		120000																																																																																																																																																							
	6	2		1						1								43	1																											60				1900	18000	1900	15000			20																																													55																																																																																																																																																																									
	7	2		1						1								46	1																											65				1900	20000	1900	17000			20																																													60																																																																																																																																																																									
	8	2		1						1								49	1																											70				1900	23000	1900	19000			20																																													65																																																																																																																																																																									
	9	2		1						1								52	1																											75				1900	25000	1900	21000			20																																													65																																																																																																																																																																									
	10	2		1						1								55	1																											80				1900	28000	1900	23000			20																																													65																																																																																																																																																																									
	11	2		1						1								58	1																											85				1900	30000	1900	25000			20																																													65																																																																																																																																																																									
	12	2		1						1								61	1																											90				1900	32000	1900	27000			20																																													65																																																																																																																																																																									
	13	2		1						1								64	1																											95				1900	35000	1900	29000			20																																													65																																																																																																																																																																									
	14	2		1						1								67	1																											100				1900	37000	1900	31000			20																																													65																																																																																																																																																																									
	15	2		1						1								70	1																											105				1900	40000	1900	33000			20																																													65																																																																																																																																																																									
	16	2		1						1																																																																																																																																																																																																																																																																				
	17	2		1						1																																																																																																																																																																																																																																																																				
	18	2		1						1																																																																																																																																																																																																																																																																				
	19	2		1						1																																																																																																																																																																																																																																																																				
	20	2		1						1																																																																																																																																																																																																																																																																				
멘탈 서킷	1	2		0						1								43	1																											90				2400	72000	2400	60000																																																20	25																32000																																																																																																																																																								
	2	2		0						1								46	1																											95				2400	84000	2400	70000																																																25	25																	96000																																																																																																																																																							
	3	2		0						1								49	1																											100				2400	96000	2400	80000																																																30	25																	168000																																																																																																																																																							
	4	2		0						1								52	1																											105				2400	108000	2400	90000																																																35	25																	320000																																																																																																																																																							
	5	2		0						1								55	1																											110				2400	120000	2400	100000																																																40	25																	480000																																																																																																																																																							
	6	2		0						1								58	1																											115				2400	132000	2400	110000																																																45	25																																																																																																																																																																								
	7	2		0						1								61	1																											120				2400	144000	2400	120000																																																50	25																																																																																																																																																																								
	8	2		0						1								64	1																											125				2400	156000	2400	130000																																																55	25																																																																																																																																																																								
	9	2		0						1								67	1																											130				2400	168000	2400	140000																																																60	25																																																																																																																																																																								
	10	2		0						1								70	1																											135				2400	180000	2400	150000																																																60	25																																																																																																																																																																								
	11	2		0						1								73	1																											140				2400	192000	2400	160000																																																60	25																																																																																																																																																																								
	12	2		0						1								76	1																											145				2400	204000	2400	170000																																																60	25																																																																																																																																																																								
	13	2		0						1								79	1																											150				2400	216000	2400	180000																																																60	25																																																																																																																																																																								
	14	2		0						1								82	1																											155				2400	228000	2400	190000																																																60	25																																																																																																																																																																								
	15	2		0						1								85	1																											160				2400	240000	2400	200000																																																60	25																																																																																																																																																																								
	16	2		0						1																																																																																																																																																																																																																																																																				
	17	2		0						1																																																																																																																																																																																																																																																																				
	18	2		0						1																																																																																																																																																																																																																																																																				
	19	2		0						1																																																																																																																																																																																																																																																																				
	20	2		0						1																																																																																																																																																																																																																																																																				
풀링 마나	1	2		0						1								38	1																											80				2300	144000	2300	120000																																																20		25															16000		31	5																																																																																							5																																																														
	2	2		0						1								41	1																											85				2300	168000	2300	140000																																																25		25																48000	31	10																																																																																							10																																																														
	3	2		0						1								44	1																											90				2300	192000	2300	160000																																																30		25																120000	31	15																																																																																							15																																																														
	4	2		0						1								47	1																											95				2300	216000	2300	180000																																																35		25																192000	31	20																																																																																							20																																																														
	5	2		0						1								50	1																											100				2300	240000	2300	200000																																																40		25																320000	31	25																																																																																							25																																																														
	6	2		0						1								53	1																											105				2300	264000	2300	220000																																																45		25																	31	30																																																																																							30																																																														
	7	2		0						1								56	1																											110				2300	288000	2300	240000																																																50		25																	31	35																																																																																							35																																																														
	8	2		0						1								59	1																											115				2300	312000	2300	260000																																																55		25																	31	40																																																																																							40																																																														
	9	2		0						1								62	1																											120				2300	336000	2300	280000																																																60		25																	31	45																																																																																							45																																																														
	10	2		0						1								65	1																											125				2300	360000	2300	300000																																																60		25																	31	50																																																																																							50																																																														
	11	2		0						1								68	1																											130				2300	384000	2300	320000																																																60		25																	31	55																																																																																							55																																																														
	12	2		0						1								71	1																											135				2300	408000	2300	340000																																																60		25																	31	60																																																																																							60																																																														
	13	2		0						1								74	1																											140				2300	432000	2300	360000																																																60		25																	31	65																																																																																							65																																																														
	14	2		0						1								77	1																											145				2300	456000	2300	380000																																																60		25																	31	70																																																																																							70																																																														
	15	2		0						1								80	1																											150				2300	480000	2300	400000																																																60		25																	31	75																																																																																							75																																																														
	16	2		0						1																																																																																																																																																																																																																																																																				
	17	2		0						1																																																																																																																																																																																																																																																																				
	18	2		0						1																																																																																																																																																																																																																																																																				
	19	2		0						1																																																																																																																																																																																																																																																																				
	20	2		0						1																																																																																																																																																																																																																																																																				
파 홀드	1	3					1			1								6	1																																																																																	1																		160																																																																																																																																																								
	2	3					1			1								9	1																																																																																	1																			800																																																																																																																																																							
