TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType	StaminaPoint	PetType	StartStamina	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
38 	와이번	196612 	11 		5 	60 	342 	240 	236 	276 		179 	60 	70860 	1242 	1347 				3240 	7000 	177 	102 			628 	659 	25 	470 	100 	0 	50 	50 	50 	50 	50 	50 			30684 	336 	372 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							812 	900 		1 	5 	1 	3 						1 	BDA66B	3 	1.50 	3 	0 	0 	1 	1 		0 						
864 	랜스 투르카벤	196612 	11 		5 	61 	306 	234 	207 	252 		159 	29 	5784 	1214 	1315 				3700 	5700 	174 	99 			309 	325 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			6070 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							209 	231 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
865 	트랜콥스 길티	196612 	11 		5 	61 	319 	244 	216 	258 		162 	31 	5784 	1214 	1315 				1500 	5500 	174 	99 			322 	338 	47 	200 	50 	50 	50 	50 	50 	50 	50 	50 			6070 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							209 	231 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
866 	그레이 딩고	196612 	11 		5 	61 	302 	218 	203 	246 		155 	27 	5784 	1214 	1315 				2500 	4800 	174 	99 			305 	320 	37 	170 	50 	50 	50 	50 	50 	50 	50 	50 			6070 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							209 	231 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
867 	케이브 윙	196612 	11 		5 	62 	318 	236 	214 	258 		162 	30 	5905 	1242 	1347 				3100 	5500 	177 	102 			321 	337 	42 	270 	50 	50 	50 	50 	50 	50 	50 	50 			6392 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							215 	237 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	2 		0 						
830 	에우리알레	196612 	11 		5 	62 	326 	256 	221 	264 		166 	32 	5905 	1242 	1347 				1100 	7500 	177 	102 			329 	346 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			6392 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							215 	237 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		1 						
829 	어덜트 호크애로우	196612 	11 		5 	62 	323 	256 	230 	260 		175 	64 	35430 	1242 	1347 				2000 	6500 	177 	102 			208 	219 	47 	80 	50 	50 	100 	0 	50 	50 	50 	50 			15342 	0 	0 	0 	0 	0 	0 	223 	247 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							538 	593 		1 	5 	1 	3 						3 	FFFF00	2 	1.30 	5 	0 	0 	1 	1 		0 						
868 	스케빈저	196612 	11 		5 	63 	334 	246 	226 	270 		170 	31 	6178 	1271 	1379 				2000 	5600 	181 	104 			337 	354 	42 	170 	50 	50 	50 	50 	50 	50 	50 	50 			6726 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							220 	244 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	1 		0 						
869 	영 미노타우르스	196612 	11 		5 	63 	331 	246 	219 	269 		166 	31 	6178 	1271 	1379 				2230 	6000 	181 	104 			334 	350 	42 	370 	50 	50 	50 	50 	50 	50 	50 	50 			6726 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							220 	244 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
802 	에우리알레 노예	196612 	11 		5 	63 	334 	262 	226 	270 		170 	33 	6178 	1271 	1379 				1100 	7500 	181 	104 			337 	354 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			6726 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							220 	244 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		1 						
870 	유충 불란트	196612 	11 		5 	64 	324 	234 	218 	264 		166 	29 	6461 	1300 	1411 				400 	5000 	184 	106 			327 	343 	37 	160 	50 	50 	50 	50 	50 	50 	50 	50 			7072 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							226 	250 		1 	5 	1 	3 						0 		1 	1.00 		2 	1 	1 	1 		0 						
815 	파라오 노예	196612 	11 		5 	64 	347 	265 	231 	281 		174 	33 	6461 	1300 	1411 				1500 	5500 	184 	106 			350 	368 	47 	250 	50 	50 	50 	50 	50 	50 	50 	50 			7072 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							226 	250 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	1 		0 						
827 	블러드 호크애로우	196612 	11 		5 	64 	342 	269 	231 	277 		174 	34 	6461 	1300 	1411 				2000 	6500 	184 	106 			345 	362 	47 	80 	50 	50 	50 	50 	50 	50 	50 	50 			7072 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							226 	250 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
809 	호크애로우 킹	196612 	11 		5 	64 	365 	272 	252 	295 		192 	68 	83748 	1358 	1476 				2000 	6500 	191 	111 			669 	703 	40 	280 	50 	50 	100 	0 	50 	50 	50 	50 			37458 	0 	0 	0 	0 	0 	0 	358 	396 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							904 	1000 		1 	5 	1 	3 						3 	BDA66B	3 	1.50 	5 	0 	0 	1 	1 		0 						
871 	퀘아사 병사	196612 	11 		5 	65 	335 	257 	227 	276 		174 	32 	6677 	1329 	1443 				2500 	7000 	188 	109 			338 	355 	42 	170 	50 	50 	50 	50 	50 	50 	50 	50 			7432 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							232 	256 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
872 	고디카	196612 	11 		5 	65 	346 	257 	230 	281 		174 	32 	6677 	1329 	1443 				750 	6500 	188 	109 			349 	366 	37 	270 	50 	50 	50 	50 	50 	50 	50 	50 			7432 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							232 	256 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
838 	파라오	196612 	11 		5 	65 	355 	271 	236 	288 		178 	34 	6677 	1329 	1443 				1500 	5500 	188 	109 			358 	376 	47 	270 	50 	50 	50 	50 	50 	50 	50 	50 			7432 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							232 	256 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	1 		0 						
831 	에우리알레 가디언	196612 	11 		5 	65 	349 	275 	236 	283 		178 	34 	6677 	1329 	1443 				1100 	7500 	188 	109 			352 	370 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			7432 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							232 	256 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		1 						
873 	퀘아사 안내자	196612 	11 		5 	66 	348 	263 	247 	278 		188 	66 	41874 	1358 	1476 				2500 	7000 	191 	111 			225 	236 	42 	270 	50 	50 	50 	50 	0 	100 	50 	50 			18729 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	241 	267 	0 	0 	0 	0 			2500 																							595 	658 		1 	5 	1 	3 						6 	FFFF00	2 	1.30 		0 	0 	1 	1 		0 						
874 	워커 불란트	196612 	11 		5 	66 	338 	244 	228 	276 		174 	31 	6979 	1358 	1476 				1110 	4800 	191 	111 			341 	358 	37 	180 	50 	50 	50 	50 	50 	50 	50 	50 			7804 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							238 	263 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	0 		0 						
840 	파라오 위자드	196612 	11 		5 	66 	363 	277 	242 	294 		182 	35 	6979 	1358 	1476 				1500 	5500 	191 	111 			366 	384 	47 	250 	50 	50 	50 	50 	50 	50 	50 	50 			7804 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							238 	263 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	1 		0 						
657 	에우리알레 군주	196612 	11 		5 	66 	379 	268 	270 	304 		205 	67 	91404 	1418 	1542 				1100 	7000 	198 	115 			694 	729 	25 	800 	50 	50 	50 	50 	0 	100 	50 	50 			41223 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	371 	411 	0 	0 	0 	0 			2500 																							952 	1052 		1 	5 	1 	3 						6 	BDA66B	3 	1.50 		0 	0 	1 	1 		1 						
875 	퀘아사 심판관	196612 	11 		5 	67 	357 	264 	250 	289 		192 	66 	44238 	1388 	1509 				2500 	7000 	195 	113 			230 	242 	42 	270 	0 	100 	50 	50 	50 	50 	50 	50 			19654 	0 	0 	247 	273 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							610 	675 		1 	5 	1 	3 						2 	FFFF00	2 	1.30 	2 	0 	0 	1 	1 		0 						
876 	러스트 스토머	196612 	11 		5 	67 	376 	268 	250 	301 		186 	34 	7373 	1388 	1509 				1900 	6000 	195 	113 			379 	398 	37 	270 	50 	50 	50 	50 	50 	50 	50 	50 			8189 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							244 	270 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
839 	파라오 기사	196612 	11 		5 	67 	361 	287 	257 	291 		196 	72 	44238 	1388 	1509 				1500 	5500 	195 	113 			233 	244 	47 	250 	50 	50 	0 	100 	50 	50 	50 	50 			19654 	0 	0 	0 	0 	249 	275 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							610 	675 		1 	5 	1 	3 						4 	FFFF00	2 	1.30 	4 	1 	0 	1 	1 		0 						
877 	사막족	196612 	11 		5 	68 	373 	301 	253 	302 		190 	38 	7617 	1418 	1542 				2200 	8000 	198 	115 			376 	395 	47 	250 	50 	50 	50 	50 	50 	50 	50 	50 			8588 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							250 	276 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
878 	샌드 에이트	196612 	11 		5 	68 	363 	274 	245 	295 		186 	34 	7617 	1418 	1542 				1110 	5300 	198 	115 			366 	384 	42 	170 	50 	50 	50 	50 	50 	50 	50 	50 			8588 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							250 	276 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	0 		0 						
841 	파라오 가디언	196612 	11 		5 	68 	379 	289 	253 	307 		190 	36 	7617 	1418 	1542 				1500 	5500 	198 	115 			382 	401 	47 	250 	50 	50 	50 	50 	50 	50 	50 	50 			8588 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							250 	276 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	1 		0 						
656 	파라오 킹	196612 	11 		5 	68 	408 	286 	282 	328 		214 	71 	97560 	1478 	1609 				2500 	7000 	205 	120 			747 	785 	25 	500 	50 	50 	0 	100 	50 	50 	50 	50 			45247 	0 	0 	0 	0 	400 	442 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							1000 	1104 		1 	5 	1 	3 						4 	BDA66B	3 	1.50 	4 	1 	0 	1 	1 		0 						
879 	카니발울프	196612 	11 		5 	69 	382 	295 	254 	306 		190 	37 	7869 	1448 	1575 				1280 	5800 	202 	118 			385 	404 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			9001 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							256 	282 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	2 		0 						
880 	플레프터	196612 	11 		5 	69 	377 	283 	251 	306 		190 	35 	7869 	1448 	1575 				3500 	8000 	202 	118 			380 	399 	42 	420 	50 	50 	50 	50 	50 	50 	50 	50 			9001 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							256 	282 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	2 		0 						
881 	피어스 투르카벤	196612 	11 		5 	69 	387 	288 	258 	314 		194 	36 	7869 	1448 	1575 				3700 	5700 	202 	118 			390 	410 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			9001 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							256 	282 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	2 		0 						
882 	크랙 페인게인	196612 	11 		5 	69 	354 	265 	243 	288 		185 	33 	7869 	1448 	1575 				1660 	4800 	202 	118 			357 	375 	37 	170 	50 	50 	50 	50 	50 	50 	50 	50 			9001 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							256 	282 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	0 		0 						
883 	록 스토머	196612 	11 		5 	70 	395 	278 	264 	320 		198 	35 	8130 	1478 	1609 				1900 	5500 	205 	120 			398 	418 	37 	270 	50 	50 	50 	50 	50 	50 	50 	50 			9427 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							262 	290 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
884 	히라 졸병	196612 	11 		5 	70 	380 	281 	267 	308 		205 	70 	48780 	1478 	1609 				3000 	7000 	205 	120 			245 	258 	42 	200 	50 	50 	0 	100 	50 	50 	50 	50 			22624 	0 	0 	0 	0 	263 	291 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							655 	725 		1 	5 	1 	3 						4 	FFFF00	2 	1.30 	4 	0 	0 	1 	1 		0 						
845 	오글리언	196612 	11 		5 	70 	402 	289 	264 	326 		198 	36 	8130 	1478 	1609 				3100 	4100 	205 	120 			405 	425 	47 	400 	50 	50 	50 	50 	50 	50 	50 	50 			9427 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							262 	290 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
885 	히라 대장	196612 	11 		5 	70 	425 	298 	294 	342 		223 	74 	106092 	1540 	1677 				3300 	8000 	213 	124 			778 	817 	25 	350 	50 	50 	0 	100 	50 	50 	50 	50 			49547 	0 	0 	0 	0 	417 	461 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							1048 	1160 		1 	5 	1 	3 						4 	BDA66B	3 	1.50 	4 	0 	0 	1 	1 		0 						
929 	기글러 검사	196612 	11 		5 	71 	398 	308 	265 	319 		198 	38 	8489 	1509 	1643 				1930 	5650 	209 	122 			401 	421 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			9867 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							269 	297 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
921 	새비지 샤드댄서	196612 	11 		5 	71 	393 	295 	261 	319 		198 	37 	8489 	1509 	1643 				2000 	6500 	209 	122 			396 	416 	42 	800 	50 	50 	50 	50 	50 	50 	50 	50 			9867 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							269 	297 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	2 		1 						
926 	비셔스 텔러	196612 	11 		5 	71 	404 	300 	269 	327 		203 	37 	8489 	1509 	1643 				2000 	6900 	209 	122 			407 	427 	47 	230 	50 	50 	50 	50 	50 	50 	50 	50 			9867 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							269 	297 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
930 	기글러 가디언	196612 	11 		5 	72 	377 	282 	259 	307 		197 	35 	8841 	1540 	1677 				1930 	4650 	213 	124 			380 	399 	37 	210 	50 	50 	50 	50 	50 	50 	50 	50 			10322 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							275 	303 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
925 	블룬독 노예	196612 	11 		5 	72 	407 	314 	270 	326 		202 	39 	8841 	1540 	1677 				2600 	6800 	213 	124 			410 	430 	47 	330 	50 	50 	50 	50 	50 	50 	50 	50 			10322 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							275 	303 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
923 	암브로드 스카우트	196612 	11 		5 	72 	401 	301 	267 	326 		202 	38 	8841 	1540 	1677 				3500 	7400 	213 	124 			404 	424 	42 	430 	50 	50 	50 	50 	50 	50 	50 	50 			10322 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							275 	303 		1 	5 	1 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
915 	블러드 샤드댄서	196612 	11 		5 	73 	420 	312 	280 	340 		211 	39 	9114 	1571 	1712 				2000 	6000 	217 	126 			423 	444 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			10792 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							281 	311 		0 	5 	0 	3 						0 		1 	1.00 		0 	1 	1 	2 		1 						
922 	블룬독 병사	196612 	11 		5 	73 	384 	288 	264 	313 		201 	36 	9114 	1571 	1712 				2600 	5800 	217 	126 			387 	407 	37 	330 	50 	50 	50 	50 	50 	50 	50 	50 			10792 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							281 	311 		0 	5 	0 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
1209 	에텐 점퍼	196612 	11 		5 	73 	420 	296 	280 	340 		211 	37 	9114 	1571 	1712 				1800 	6400 	217 	126 			423 	444 	37 	330 	50 	50 	50 	50 	50 	50 	50 	50 			10792 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							281 	311 		0 	5 	0 	3 						0 		1 	1.00 		1 	1 	1 	1 		0 						
889 	암브로드 헬마이티	196612 	11 		5 	73 	451 	316 	312 	363 		237 	79 	117420 	1633 	1781 				3500 	7900 	225 	130 			826 	867 	25 	500 	50 	50 	0 	100 	50 	50 	50 	50 			56527 	0 	0 	0 	0 	443 	489 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							1124 	1244 		0 	5 	0 	3 						4 	BDA66B	3 	1.50 	4 	0 	0 	1 	1 		0 						
895 	기글러 대장	196612 	11 		5 	74 	423 	327 	281 	339 		210 	41 	9491 	1602 	1746 				1930 	5650 	221 	128 			426 	447 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			11276 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							288 	318 		0 	5 	0 	3 						0 		1 	1.00 		0 	1 	1 	1 		0 						
899 	아머드 샤드댄서	196612 	11 		5 	74 	417 	313 	278 	339 		210 	39 	9491 	1602 	1746 				2000 	6500 	221 	128 			420 	441 	42 	800 	50 	50 	50 	50 	50 	50 	50 	50 			11276 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							288 	318 		0 	5 	0 	3 						0 		1 	1.00 		0 	1 	1 	2 		1 						
924 	비셔스 싱어	196612 	11 		5 	74 	429 	318 	286 	347 		215 	40 	9491 	1602 	1746 				2000 	6900 	221 	128 			432 	453 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			11276 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							288 	318 		0 	5 	0 	3 						0 		1 	1.00 		0 	1 	1 	1 		1 						
1208 	에텐 버서커	196612 	11 		5 	74 	423 	327 	281 	339 		210 	41 	9491 	1602 	1746 				1800 	6900 	221 	128 			426 	447 	47 	330 	50 	50 	50 	50 	50 	50 	50 	50 			11276 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							288 	318 		0 	5 	0 	3 						0 		1 	1.00 		1 	1 	1 	1 		0 						
914 	블룬독 대장	196612 	11 		5 	75 	426 	320 	283 	346 		215 	40 	9785 	1633 	1781 				2600 	6800 	225 	130 			429 	450 	42 	530 	50 	50 	50 	50 	50 	50 	50 	50 			11777 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							295 	326 		0 	5 	0 	3 						0 		1 	1.00 		0 	1 	1 	2 		0 						
897 	비셔스 파이퍼	196612 	11 		5 	75 	437 	325 	292 	354 		220 	41 	9785 	1633 	1781 				2000 	6900 	225 	130 			440 	462 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			11777 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							295 	326 		0 	5 	0 	3 						0 		1 	1.00 		0 	1 	1 	1 		1 						
928 	레퀴메스 일꾼	196612 	11 		5 	75 	400 	299 	275 	325 		209 	37 	9785 	1633 	1781 				2900 	6500 	225 	130 			403 	423 	37 	480 	50 	50 	50 	50 	50 	50 	50 	50 			11777 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							295 	326 		0 	5 	0 	3 						0 		1 	1.00 		1 	1 	1 	1 		0 						
931 	에텐 바스터	196612 	11 		5 	75 	437 	308 	292 	354 		220 	38 	9785 	1633 	1781 				1800 	6400 	225 	130 			440 	462 	37 	330 	50 	50 	50 	50 	50 	50 	50 	50 			11777 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							295 	326 		0 	5 	0 	3 						0 		1 	1.00 		1 	1 	1 	1 		0 						
888 	레퀴메스 왕	196612 	11 		5 	75 	456 	341 	316 	369 		241 	85 	126096 	1696 	1851 				2900 	7330 	233 	134 			836 	878 	40 	480 	50 	50 	100 	0 	50 	50 	50 	50 			61543 	0 	0 	0 	0 	0 	0 	447 	495 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							1180 	1304 		0 	5 	0 	3 						3 	BDA66B	3 	1.50 	5 	1 	0 	1 	1 		0 						
920 	보그	196612 	11 		5 	70 	385 	289 	256 	313 		194 	36 	8130 	1478 	1609 				1500 	6800 	205 	120 			388 	407 	42 	130 	50 	50 	50 	50 	50 	50 	50 	50 			9427 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							262 	290 		1 	5 	1 	3 						0 		1 	1.00 		1 	1 	1 	1 		0 						
917 	제로	196612 	11 		5 	74 	418 	305 	294 	342 		227 	76 	56946 	1602 	1746 				1900 	6300 	221 	128 			269 	283 	42 	150 	100 	0 	50 	50 	50 	50 	50 	50 			27063 	289 	319 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							720 	795 		0 	5 	0 	3 						1 	FFFF00	2 	1.30 	3 	0 	0 	1 	1 		0 						
919 	블랭크	196612 	11 		5 	74 	394 	302 	281 	320 		217 	75 	56946 	1602 	1746 				1900 	6300 	221 	128 			254 	267 	37 	150 	50 	50 	50 	50 	0 	50 	50 	100 			27063 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	273 	301 			2500 																							720 	795 		0 	5 	0 	3 						7 	FFFF00	2 	1.30 		0 	0 	1 	1 		0 						
918 	미스터리오	196612 	11 		5 	74 	460 	322 	318 	370 		241 	81 	122268 	1665 	1816 				1900 	7300 	229 	132 			842 	884 	25 	150 	30 	30 	30 	30 	100 	50 	50 	50 			58998 	0 	0 	0 	0 	0 	0 	0 	0 	451 	499 	0 	0 	0 	0 	0 	0 			2500 																							1152 	1272 		0 	5 	0 	3 						5 	BDA66B	3 	1.50 	1 	0 	0 	1 	1 		0 						
909 	바쉬	196612 	11 		5 	74 	418 	305 	294 	342 		227 	76 	56946 	1602 	1746 				1270 	6000 	221 	128 			269 	283 	42 	180 	100 	0 	50 	50 	50 	50 	50 	50 			27063 	289 	319 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							720 	795 		0 	5 	0 	3 						1 	FFFF00	2 	1.30 	3 	0 	0 	1 	1 		0 						
910 	바쿰	196612 	11 		5 	74 	417 	332 	298 	336 		227 	83 	56946 	1602 	1746 				1270 	6500 	221 	128 			269 	282 	47 	180 	50 	50 	100 	0 	50 	50 	50 	50 			27063 	0 	0 	0 	0 	0 	0 	288 	318 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							720 	795 		0 	5 	0 	3 						3 	FFFF00	2 	1.30 	5 	0 	0 	1 	1 		0 						
911 	타라	196612 	11 		5 	74 	460 	322 	318 	370 		241 	81 	122268 	1665 	1816 				1270 	7000 	229 	132 			842 	884 	25 	180 	30 	30 	30 	30 	100 	50 	50 	50 			58998 	0 	0 	0 	0 	0 	0 	0 	0 	451 	499 	0 	0 	0 	0 	0 	0 			2500 																							1152 	1272 		0 	5 	0 	3 						5 	BDA66B	3 	1.50 	1 	0 	0 	1 	1 		0 						
