name2	skill_level2	damage_a2	damage_magic2	damage_water2	damage_air2	damage_earth2	damage_fire2	damage_poison2	damage_ice2	damage_thunder2	damage_a_PERCENT2	damage_magic_PERCENT2	damage_water_PERCENT2	damage_air_PERCENT2	damage_earth_PERCENT2	damage_fire_PERCENT2	damage_poison_PERCENT2	damage_ice_PERCENT2	damage_thunder_PERCENT2	damage_c_PERCENT2	cost_hp2	cost_mp2	duration2	interval2	dot_dmg_a2	dot_dmg_magic2	dot_dmg_water2	dot_dmg_air2	dot_dmg_earth2	dot_dmg_fire2	dot_dmg_poison2	dot_dmg_ice2	dot_dmg_thunder2	dot_dmg_a_PERCENT2	dot_dmg_magic_PERCENT2	dot_dmg_water_PERCENT2	dot_dmg_air_PERCENT2	dot_dmg_earth_PERCENT2	dot_dmg_fire_PERCENT2	dot_dmg_poison_PERCENT2	dot_dmg_ice_PERCENT2	dot_dmg_thunder_PERCENT2	stun_time2	skill_rate2	aggrodoll_hp2	dot_damage_time2	death2	specific_skill_levelup2	Connection_TID2	Skill_Union2	Skill_Union_Control2	Max_Skill_Union2	bonus_drop_add_rate2	velocity2	ea_damage_physical2	ea_damage_magic2	ea_damage_water2	ea_damage_air2	ea_damage_earth2	ea_damage_fire2	ea_damage_poison2	ea_damage_ice2	ea_damage_thunder2	ea_damage_c2	ea_damage_physical_PERCENT2	ea_damage_magic_PERCENT2	ea_damage_water_PERCENT2	ea_damage_air_PERCENT2	ea_damage_earth_PERCENT2	ea_damage_fire_PERCENT2	ea_damage_poison_PERCENT2	ea_damage_ice_PERCENT2	ea_damage_thunder_PERCENT2	ea_damage_c_PERCENT2	FACTOR_POINT2	con2	str2	int2	dex2	cha2	wis2	movement2	hp2	mp2	sp2	ap2	agro2	max_hp2	max_mp2	max_sp2	atk_speed2	atk_range2	skill_cast2	skill_delay2	hit_rate2	evade_rate2	dodge_rate2	dmg_min_physical2	dmg_min_magic2	dmg_min_water2	dmg_min_air2	dmg_min_earth2	dmg_min_fire2	dmg_min_poison2	dmg_min_ice2	dmg_min_thunder2	dmg_max_physical2	dmg_max_magic2	dmg_max_water2	dmg_max_air2	dmg_max_earth2	dmg_max_fire2	dmg_max_poison2	dmg_max_ice2	dmg_max_thunder2	def_point_physical2	def_point_magic2	def_point_water2	def_point_air2	def_point_earth2	def_point_fire2	def_point_poison2	def_point_ice2	def_point_thunder2	physical_resistance2	physical_block2	skill_block2	FACTOR_PERCENT2	con2	str2	int2	dex2	cha2	wis2	movement2	hp2	mp2	sp2	ap2	agro2	max_hp2	max_mp2	max_sp2	atk_speed2	atk_range2	skill_cast2	skill_delay2	hit_rate2	evade_rate2	dodge_rate2	dmg_min_physical2	dmg_min_magic2	dmg_min_water2	dmg_min_air2	dmg_min_earth2	dmg_min_fire2	dmg_min_poison2	dmg_min_ice2	dmg_min_thunder2	dmg_max_physical2	dmg_max_magic2	dmg_max_water2	dmg_max_air2	dmg_max_earth2	dmg_max_fire2	dmg_max_poison2	dmg_max_ice2	dmg_max_thunder2	def_point_physical2	def_point_magic2	def_point_water2	def_point_air2	def_point_earth2	def_point_fire2	def_point_poison2	def_point_ice2	def_point_thunder2	physical_resistance2	physical_block2	skill_block2	ignore_physical_defence_percent2	ignore_attribute_defence_percent2	critical_defence_percent2	durability_percent2	durability_num2
테풀 Lv 1	1																																																																																																																																																																																				1	1	0		
<소환>테풀 Lv 1	1																																																																																																																																																																																								
테풀 Lv 2	1																																																																																																																																																																																				1	1	1		
<소환>테풀 Lv 2	1																																																																																																																																																																																								
테풀 Lv 3	1																																																																																																																																																																																				2	2	1		
<소환>테풀 Lv 3	1																																																																																																																																																																																								
테풀 Lv 4	1																																																																																																																																																																																				3	3	3		
<소환>테풀 Lv 4	1																																																																																																																																																																																								
테풀 Lv 5	1																																																																																																																																																																																				3	3	4		
<소환>테풀 Lv 5	1																																																																																																																																																																																								
테풀 Lv 6	1																																																																																																																																																																																				4	4	5		
<소환>테풀 Lv 6	1																																																																																																																																																																																								
테풀 Lv 7	1																																																																																																																																																																																				5	5	6		
<소환>테풀 Lv 7	1																																																																																																																																																																																								
테풀 Lv 8	1																																																																																																																																																																																				7	7	7		
<소환>테풀 Lv 8	1																																																																																																																																																																																								
테풀 Lv 9	1																																																																																																																																																																																				8	8	8		
<소환>테풀 Lv 9	1																																																																																																																																																																																								
테풀 Lv 10	1																																																																																																																																																																																				10	10	10		
<소환>테풀 Lv 10	1																																																																																																																																																																																								
펙키 Lv 1	1																																																																																																																																																																																				1	1	0		
<소환>펙키 Lv 1	1																																																																																																																																																																																								
펙키 Lv 2	1																																																																																																																																																																																				1	1	1		
<소환>펙키 Lv 2	1																																																																																																																																																																																								
펙키 Lv 3	1																																																																																																																																																																																				2	2	1		
<소환>펙키 Lv 3	1																																																																																																																																																																																								
펙키 Lv 4	1																																																																																																																																																																																				3	3	3		
<소환>펙키 Lv 4	1																																																																																																																																																																																								
펙키 Lv 5	1																																																																																																																																																																																				3	3	4		
<소환>펙키 Lv 5	1																																																																																																																																																																																								
펙키 Lv 6	1																																																																																																																																																																																				4	4	5		
<소환>펙키 Lv 6	1																																																																																																																																																																																								
펙키 Lv 7	1																																																																																																																																																																																				5	5	6		
<소환>펙키 Lv 7	1																																																																																																																																																																																								
펙키 Lv 8	1																																																																																																																																																																																				7	7	7		
<소환>펙키 Lv 8	1																																																																																																																																																																																								
펙키 Lv 9	1																																																																																																																																																																																				8	8	8		
<소환>펙키 Lv 9	1																																																																																																																																																																																								
펙키 Lv 10	1																																																																																																																																																																																				10	10	10		
<소환>펙키 Lv 10	1																																																																																																																																																																																								
천운의 부적	1																																																				100																																																																																																																																				
리플렉션	1																																																																																																																																																																																						4		
	2																																																																																																																																																																																						6		
	3																																																																																																																																																																																						8		
	4																																																																																																																																																																																						10		
	5																																																																																																																																																																																						12		
	6																																																																																																																																																																																						14		
	7																																																																																																																																																																																						16		
	8																																																																																																																																																																																						18		
	9																																																																																																																																																																																						20		
	10																																																																																																																																																																																						20		
	11																																																																																																																																																																																						20		
	12																																																																																																																																																																																						20		
	13																																																																																																																																																																																						20		
	14																																																																																																																																																																																						20		
	15																																																																																																																																																																																						20		
리썰 어택	1																																																																																																																																																																																				2				
	2																																																																																																																																																																																				3				
	3																																																																																																																																																																																				4				
	4																																																																																																																																																																																				5				
	5																																																																																																																																																																																				6				
	6																																																																																																																																																																																				7				
	7																																																																																																																																																																																				8				
	8																																																																																																																																																																																				9				
	9																																																																																																																																																																																				10				
	10																																																																																																																																																																																				10				
	11																																																																																																																																																																																				10				
	12																																																																																																																																																																																				10				
	13																																																																																																																																																																																				10				
	14																																																																																																																																																																																				10				
	15																																																																																																																																																																																				10				
네츄럴 워리어	1																																																																																																																																																																																						4		
	2																																																																																																																																																																																						6		
	3																																																																																																																																																																																						8		
	4																																																																																																																																																																																						10		
	5																																																																																																																																																																																						12		
	6																																																																																																																																																																																						14		
	7																																																																																																																																																																																						16		
	8																																																																																																																																																																																						18		
	9																																																																																																																																																																																						20		
	10																																																																																																																																																																																						20		
	11																																																																																																																																																																																						20		
	12																																																																																																																																																																																						20		
	13																																																																																																																																																																																						20		
	14																																																																																																																																																																																						20		
	15																																																																																																																																																																																						20		
테스타먼트	1																																																																																																																																																																																					1			
	2																																																																																																																																																																																					2			
	3																																																																																																																																																																																					3			
	4																																																																																																																																																																																					4			
	5																																																																																																																																																																																					5			
	6																																																																																																																																																																																					6			
	7																																																																																																																																																																																					7			
	8																																																																																																																																																																																					8			
	9																																																																																																																																																																																					9			
	10																																																																																																																																																																																					10			
	11																																																																																																																																																																																					10			
	12																																																																																																																																																																																					10			
	13																																																																																																																																																																																					10			
	14																																																																																																																																																																																					10			
	15																																																																																																																																																																																					10			
소드 스톱퍼	1																																																																																																																																																																																						4		
	2																																																																																																																																																																																						6		
	3																																																																																																																																																																																						8		
	4																																																																																																																																																																																						10		
	5																																																																																																																																																																																						12		
	6																																																																																																																																																																																						14		
	7																																																																																																																																																																																						16		
	8																																																																																																																																																																																						18		
	9																																																																																																																																																																																						20		
	10																																																																																																																																																																																						20		
	11																																																																																																																																																																																						20		
	12																																																																																																																																																																																						20		
	13																																																																																																																																																																																						20		
	14																																																																																																																																																																																						20		
	15																																																																																																																																																																																						20		
마나 익스팅션	1																																																																																																																																																																																					1			
	2																																																																																																																																																																																					2			
	3																																																																																																																																																																																					3			
	4																																																																																																																																																																																					4			
	5																																																																																																																																																																																					5			
	6																																																																																																																																																																																					6			
	7																																																																																																																																																																																					7			
	8																																																																																																																																																																																					8			
	9																																																																																																																																																																																					9			
	10																																																																																																																																																																																					10			
	11																																																																																																																																																																																					10			
	12																																																																																																																																																																																					10			
	13																																																																																																																																																																																					10			
	14																																																																																																																																																																																					10			
	15																																																																																																																																																																																					10			
하이퍼 소울 디펜스	1																																																																																																																																																																																						4		
	2																																																																																																																																																																																						6		
	3																																																																																																																																																																																						8		
	4																																																																																																																																																																																						10		
	5																																																																																																																																																																																						12		
	6																																																																																																																																																																																						14		
	7																																																																																																																																																																																						16		
	8																																																																																																																																																																																						18		
	9																																																																																																																																																																																						20		
	10																																																																																																																																																																																						20		
	11																																																																																																																																																																																						20		
	12																																																																																																																																																																																						20		
	13																																																																																																																																																																																						20		
	14																																																																																																																																																																																						20		
	15																																																																																																																																																																																						20		
엘레멘탈 헤이스트	1																																																																																																																																																																																				1				
	2																																																																																																																																																																																				2				
	3																																																																																																																																																																																				3				
	4																																																																																																																																																																																				4				
	5																																																																																																																																																																																				5				
	6																																																																																																																																																																																				6				
	7																																																																																																																																																																																				7				
	8																																																																																																																																																																																				8				
	9																																																																																																																																																																																				9				
	10																																																																																																																																																																																				10				
	11																																																																																																																																																																																				10				
	12																																																																																																																																																																																				10				
	13																																																																																																																																																																																				10				
	14																																																																																																																																																																																				10				
	15																																																																																																																																																																																				10				
엘레멘탈 배리어	1																																																																																																																																																																																					1			
	2																																																																																																																																																																																					2			
	3																																																																																																																																																																																					3			
	4																																																																																																																																																																																					4			
	5																																																																																																																																																																																					5			
	6																																																																																																																																																																																					6			
	7																																																																																																																																																																																					7			
	8																																																																																																																																																																																					8			
	9																																																																																																																																																																																					9			
	10																																																																																																																																																																																					10			
	11																																																																																																																																																																																					10			
	12																																																																																																																																																																																					10			
	13																																																																																																																																																																																					10			
	14																																																																																																																																																																																					10			
	15																																																																																																																																																																																					10			
젠 실드	1																																																																																																																																																																																						4		
	2																																																																																																																																																																																						6		
	3																																																																																																																																																																																						8		
	4																																																																																																																																																																																						10		
	5																																																																																																																																																																																						12		
	6																																																																																																																																																																																						14		
	7																																																																																																																																																																																						16		
	8																																																																																																																																																																																						18		
	9																																																																																																																																																																																						20		
	10																																																																																																																																																																																						20		
	11																																																																																																																																																																																						20		
	12																																																																																																																																																																																						20		
	13																																																																																																																																																																																						20		
	14																																																																																																																																																																																						20		
	15																																																																																																																																																																																						20		
스위프트	1																																																																																																																																																																																				2				
	2																																																																																																																																																																																				3				
	3																																																																																																																																																																																				4				
	4																																																																																																																																																																																				5				
	5																																																																																																																																																																																				6				
	6																																																																																																																																																																																				7				
	7																																																																																																																																																																																				8				
	8																																																																																																																																																																																				9				
	9																																																																																																																																																																																				10				
	10																																																																																																																																																																																				10				
	11																																																																																																																																																																																				10				
	12																																																																																																																																																																																				10				
	13																																																																																																																																																																																				10				
	14																																																																																																																																																																																				10				
	15																																																																																																																																																																																				10				
페인 오브 아모어	1																																																																																																																																																																																							-5	1
	2																																																																																																																																																																																							-7	1
	3																																																																																																																																																																																							-9	1
	4																																																																																																																																																																																							-11	1
	5																																																																																																																																																																																							-13	1
	6																																																																																																																																																																																							-15	2
	7																																																																																																																																																																																							-17	2
	8																																																																																																																																																																																							-19	2
	9																																																																																																																																																																																							-21	2
	10																																																																																																																																																																																							-21	2
	11																																																																																																																																																																																							-21	3
	12																																																																																																																																																																																							-21	3
	13																																																																																																																																																																																							-21	3
	14																																																																																																																																																																																							-21	3
	15																																																																																																																																																																																							-21	3
루돌프 Lv 1	1																																																																																																																																																																																				1	1	0		
<소환>루돌프 Lv 1	1																																																																																																																																																																																								
루돌프 Lv 2	1																																																																																																																																																																																				1	1	1		
<소환>루돌프 Lv 2	1																																																																																																																																																																																								
루돌프 Lv 3	1																																																																																																																																																																																				2	2	1		
<소환>루돌프 Lv 3	1																																																																																																																																																																																								
루돌프 Lv 4	1																																																																																																																																																																																				3	3	3		
<소환>루돌프 Lv 4	1																																																																																																																																																																																								
루돌프 Lv 5	1																																																																																																																																																																																				3	3	4		
<소환>루돌프 Lv 5	1																																																																																																																																																																																								
루돌프 Lv 6	1																																																																																																																																																																																				4	4	5		
<소환>루돌프 Lv 6	1																																																																																																																																																																																								
루돌프 Lv 7	1																																																																																																																																																																																				5	5	6		
<소환>루돌프 Lv 7	1																																																																																																																																																																																								
루돌프 Lv 8	1																																																																																																																																																																																				7	7	7		
<소환>루돌프 Lv 8	1																																																																																																																																																																																								
루돌프 Lv 9	1																																																																																																																																																																																				8	8	8		
<소환>루돌프 Lv 9	1																																																																																																																																																																																								
루돌프 Lv 10	1																																																																																																																																																																																				10	10	10		
<소환>루돌프 Lv 10	1																																																																																																																																																																																								
<Event>치명타방어력증가	1																																																																																																																																																																																						20		
멀쿤 Lv 1	1																																																																																																																																																																																				1	1	0		
<소환>멀쿤 Lv 1	1																																																																																																																																																																																								
멀쿤 Lv 2	1																																																																																																																																																																																				1	1	1		
<소환>멀쿤 Lv 2	1																																																																																																																																																																																								
멀쿤 Lv 3	1																																																																																																																																																																																				2	2	1		
<소환>멀쿤 Lv 3	1																																																																																																																																																																																								
멀쿤 Lv 4	1																																																																																																																																																																																				3	3	3		
<소환>멀쿤 Lv 4	1																																																																																																																																																																																								
멀쿤 Lv 5	1																																																																																																																																																																																				3	3	4		
<소환>멀쿤 Lv 5	1																																																																																																																																																																																								
멀쿤 Lv 6	1																																																																																																																																																																																				4	4	5		
<소환>멀쿤 Lv 6	1																																																																																																																																																																																								
멀쿤 Lv 7	1																																																																																																																																																																																				5	5	6		
<소환>멀쿤 Lv 7	1																																																																																																																																																																																								
멀쿤 Lv 8	1																																																																																																																																																																																				7	7	7		
<소환>멀쿤 Lv 8	1																																																																																																																																																																																								
멀쿤 Lv 9	1																																																																																																																																																																																				8	8	8		
<소환>멀쿤 Lv 9	1																																																																																																																																																																																								
멀쿤 Lv 10	1																																																																																																																																																																																				10	10	10		
<소환>멀쿤 Lv 10	1																																																																																																																																																																																								
람다 Lv 1	1																																																																																																																																																																																				1	1	0		
<소환>람다 Lv 1	1																																																																																																																																																																																								
람다 Lv 2	1																																																																																																																																																																																				1	1	1		
<소환>람다 Lv 2	1																																																																																																																																																																																								
람다 Lv 3	1																																																																																																																																																																																				2	2	1		
<소환>람다 Lv 3	1																																																																																																																																																																																								
람다 Lv 4	1																																																																																																																																																																																				3	3	3		
<소환>람다 Lv 4	1																																																																																																																																																																																								
람다 Lv 5	1																																																																																																																																																																																				3	3	4		
<소환>람다 Lv 5	1																																																																																																																																																																																								
람다 Lv 6	1																																																																																																																																																																																				4	4	5		
<소환>람다 Lv 6	1																																																																																																																																																																																								
람다 Lv 7	1																																																																																																																																																																																				5	5	6		
<소환>람다 Lv 7	1																																																																																																																																																																																								
람다 Lv 8	1																																																																																																																																																																																				7	7	7		
<소환>람다 Lv 8	1																																																																																																																																																																																								
람다 Lv 9	1																																																																																																																																																																																				8	8	8		
<소환>람다 Lv 9	1																																																																																																																																																																																								
람다 Lv 10	1																																																																																																																																																																																				10	10	10		
<소환>람다 Lv 10	1																																																																																																																																																																																								
아브라햐 Lv 1	1																																																																																																																																																																																				1	1	0		
<소환>아브라햐 Lv 1	1																																																																																																																																																																																								
아브라햐 Lv 2	1																																																																																																																																																																																				1	1	1		
<소환>아브라햐 Lv 2	1																																																																																																																																																																																								
아브라햐 Lv 3	1																																																																																																																																																																																				2	2	1		
<소환>아브라햐 Lv 3	1																																																																																																																																																																																								
아브라햐 Lv 4	1																																																																																																																																																																																				3	3	3		
<소환>아브라햐 Lv 4	1																																																																																																																																																																																								
아브라햐 Lv 5	1																																																																																																																																																																																				3	3	4		
<소환>아브라햐 Lv 5	1																																																																																																																																																																																								
아브라햐 Lv 6	1																																																																																																																																																																																				4	4	5		
<소환>아브라햐 Lv 6	1																																																																																																																																																																																								
아브라햐 Lv 7	1																																																																																																																																																																																				5	5	6		
<소환>아브라햐 Lv 7	1																																																																																																																																																																																								
아브라햐 Lv 8	1																																																																																																																																																																																				7	7	7		
<소환>아브라햐 Lv 8	1																																																																																																																																																																																								
아브라햐 Lv 9	1																																																																																																																																																																																				8	8	8		
<소환>아브라햐 Lv 9	1																																																																																																																																																																																								
아브라햐 Lv 10	1																																																																																																																																																																																				10	10	10		
<소환>아브라햐 Lv 10	1																																																																																																																																																																																								
레빈 Lv 1	1																																																																																																																																																																																				1	1	0		
<소환>레빈 Lv 1	1																																																																																																																																																																																								
레빈 Lv 2	1																																																																																																																																																																																				1	1	1		
<소환>레빈 Lv 2	1																																																																																																																																																																																								
레빈 Lv 3	1																																																																																																																																																																																				2	2	1		
<소환>레빈 Lv 3	1																																																																																																																																																																																								
레빈 Lv 4	1																																																																																																																																																																																				3	3	3		
<소환>레빈 Lv 4	1																																																																																																																																																																																								
레빈 Lv 5	1																																																																																																																																																																																				3	3	4		
<소환>레빈 Lv 5	1																																																																																																																																																																																								
레빈 Lv 6	1																																																																																																																																																																																				4	4	5		
<소환>레빈 Lv 6	1																																																																																																																																																																																								
레빈 Lv 7	1																																																																																																																																																																																				5	5	6		
<소환>레빈 Lv 7	1																																																																																																																																																																																								
레빈 Lv 8	1																																																																																																																																																																																				7	7	7		
<소환>레빈 Lv 8	1																																																																																																																																																																																								
레빈 Lv 9	1																																																																																																																																																																																				8	8	8		
<소환>레빈 Lv 9	1																																																																																																																																																																																								
레빈 Lv 10	1																																																																																																																																																																																				10	10	10		
<소환>레빈 Lv 10	1																																																																																																																																																																																								
모럴 커리지	1																																																																																																																																																																																						4		
	2																																																																																																																																																																																						6		
	3																																																																																																																																																																																						8		
	4																																																																																																																																																																																						10		
	5																																																																																																																																																																																						12		
	6																																																																																																																																																																																						14		
	7																																																																																																																																																																																						16		
	8																																																																																																																																																																																						18		
	9																																																																																																																																																																																						20		
	10																																																																																																																																																																																						20		
	11																																																																																																																																																																																						20		
	12																																																																																																																																																																																						20		
	13																																																																																																																																																																																						20		
	14																																																																																																																																																																																						20		
	15																																																																																																																																																																																						20		
