monster_name	monster_TID	item_count	item_TID	min	max	percent
			1886	1	1	500
			6075	1	1	500
켄타우르스 윈드러너	726	2	5019	1	1	30
			5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
크랍	53	2	5019	1	1	30
			5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
켈켈	54	2	5019	1	1	30
			5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
바이퍼 킹	337	2	5005	1	1	30
			5028	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
마이다스	40	2	5005	1	1	30
			5028	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
메이조	41	2	5005	1	1	30
			5028	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
하울	684	2	5005	1	1	30
			5028	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
루크	792	2	5005	1	1	30
			5028	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
리린 군주	350	2	5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
가스트 킹	353	2	5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
머포크 퀸	356	2	5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
놀 졸병	471	1	5005	1	1	30
스위치	56	1	5005	1	1	30
통통	276	1	5005	1	1	30
밴딜리언 병사	475	2	5028	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
베테랑 융	843	2	5028	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
로긴	685	2	5028	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
할루미넬	617	2	5028	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
실버 그리플러	507	2	5007	1	1	30
			5015	1	1	30
			5016	1	1	30
			5017	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
가디우스	703	2	5007	1	1	30
			5015	1	1	30
			5016	1	1	30
			5017	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
앙카져스	625	2	5007	1	1	30
			5015	1	1	30
			5016	1	1	30
			5017	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
어둠 암살자	989	2	5007	1	1	30
			5015	1	1	30
			5016	1	1	30
			5017	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
퀸 아레	992	2	5007	1	1	30
			5015	1	1	30
			5016	1	1	30
			5017	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
어설트 데드	990	2	5007	1	1	30
			5015	1	1	30
			5016	1	1	30
			5017	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
여왕 린	993	2	5007	1	1	30
			5015	1	1	30
			5016	1	1	30
			5017	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
다크 엑스맨	991	2	5007	1	1	30
			5015	1	1	30
			5016	1	1	30
			5017	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
여왕 바비라그	994	2	5007	1	1	30
			5015	1	1	30
			5016	1	1	30
			5017	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
다크 사바트	510	2	5008	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
케인독 대장	482	2	5008	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
라카타마라	627	2	5008	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
포돈	662	2	5008	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
딩	705	2	5008	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
다크아이	784	2	5008	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
윌나르	628	2	5008	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
그린드래곤 익실라이콘	530	2	5008	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
브라운드래곤 갈큐아란	540	2	5008	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
본드래곤 하란가룬	778	2	5008	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
브로큰 어벤져	515	2	5006	1	1	30
			5027	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
소돔	806	2	5006	1	1	30
			5027	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
아슬	691	2	5006	1	1	30
			5027	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
아리아	93	2	5006	1	1	30
			5027	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
다크와이번	630	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
코볼트 투척병	927	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
사자의 여왕	654	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
칼립 도적단 돌격병	1148	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
제롬 도적대 용병	1149	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
검은 암살대 전투병	1150	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
파라오 킹	656	2	5012	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
아만토르그	906	2	5012	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
파마슈라	664	2	5018	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
샤마슈라	665	2	5018	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
록볼	671	1	5026	1	1	30
버닝아이	672	1	5026	1	1	30
빅 레이지	673	1	5026	1	1	30
가롯	674	1	5026	1	1	30
카르카스	696	2	5027	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
로고	697	2	5027	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
만	698	2	5027	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
보그만	91	2	5027	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
모벳 로드	711	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
와르자크	782	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
코르소스	763	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
블리지	790	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
롱고	764	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
루시벨	563	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
에이글	1328	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
마릴리스 프린세스	716	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
윈드윙 하피	320	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
쉬나	779	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
히리피나	707	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
롤랜도	762	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
블러드본 다크브레서	547	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
디란	1326	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
군나르	1327	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
기간테스	717	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
모르타르	904	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
파르간	773	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
성크	780	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
그리폰	718	2	5010	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
서드너	28	2	5010	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
윈드라이너	1334	2	5010	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
윈드러너	1335	2	5010	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
왈라야 친위대	1336	2	5010	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
뱀파이어 프린스	724	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
주커	785	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
쇼커	786	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
보리스키	787	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
플라잉 스틸	1337	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
카다츠람	1338	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
파렌	1339	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
파렌 시녀단	1389	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
로담 디펜더	1390	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
라미아 퀸	747	2	5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
리스키	775	2	5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
퀴리니아	1341	2	5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
윈드 호크	1342	2	5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
레키	767	2	5006	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
헬다이	769	2	5006	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
바이칸	794	2	5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
빅히트 구울	1343	2	5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
제피란	1344	2	5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
타르탄	1345	2	5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
호크애로우 킹	809	2	5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
서큐버스 프리미어	837	2	5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
에리니에스 지휘관	811	2	5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
상위 프리지 본드맨	824	2	5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
나이트 리더	1213	2	5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
버서커 앨리트	1217	2	5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
아처 캡틴	1221	2	5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
소서러 메이저	1225	2	5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
블란트 퀸	1304	2	5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
귀족 리치	821	2	5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
어덜트 호크애로우	829	2	5011	1	1	30
			5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
에우리알레 병사	832	2	5010	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
이그나투스	612	2	5010	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
드레인	1333	2	5010	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
듀리븐 서처	854	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
스파르타	912	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
로바톰	855	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
다리타룬	1340	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
퀘아사 심판관	875	2	5012	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
파라오 기사	839	2	5012	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
히라 졸병	884	2	5012	1	1	30
			5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
히라 대장	885	2	5012	1	1	30
			5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
페이트 인섹트	1259	2	5012	1	1	30
			5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
발러	817	2	5012	1	1	30
			5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
리린 병사	217	2	5012	1	1	30
			5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
레퀴메스 왕	888	1	5013	1	1	30
로톤 윈드러너	245	1	5013	1	1	30
