96																			
LV	STR	Dex	CON	WIS	INT	CHA	MAX HP	MAX MP	MAX SP	MAX AC	MAX AR	MAX DR	FIRE	WATER	EARTH	AIR	MAGIC	MIN DMG	MAX DMG
90	275	248	206	345	393	0	1648	1858	1335	4	0	0	0	0	0	0	0	0	0
91	280	252	209	350	399	0	1672	1885	1357	4	0	0	0	0	0	0	0	0	0
92	284	255	213	356	405	0	1704	1917	1373	4	0	0	0	0	0	0	0	0	0
93	289	259	216	361	412	0	1728	1944	1395	4	0	0	0	0	0	0	0	0	0
94	293	263	219	366	418	0	1752	1971	1416	4	0	0	0	0	0	0	0	0	0
95	298	267	222	372	424	0	1776	2003	1438	4	0	0	0	0	0	0	0	0	0
96	302	272	226	378	430	0	1808	2035	1465	4	0	0	0	0	0	0	0	0	0
97	307	276	229	383	437	0	1832	2062	1486	4	0	0	0	0	0	0	0	0	0
98	311	280	232	389	443	0	1856	2095	1508	4	0	0	0	0	0	0	0	0	0
99	316	284	236	394	450	0	1888	2122	1529	4	0	0	0	0	0	0	0	0	0
100	320	288	239	400	456	0	1912	2154	1551	4	0	0	0	0	0	0	0	0	0
101	325	292	242	406	463	0	1936	2186	1572	4	0	0	0	0	0	0	0	0	0
102	329	296	246	411	469	0	1968	2213	1594	4	0	0	0	0	0	0	0	0	0
103	334	300	249	417	476	0	1992	2245	1615	5	0	0	0	0	0	0	0	0	0
104	339	305	253	423	482	0	2024	2278	1642	5	0	0	0	0	0	0	0	0	0
105	343	309	256	429	489	0	2048	2310	1664	5	0	0	0	0	0	0	0	0	0
106	348	313	260	434	496	0	2080	2337	1685	5	0	0	0	0	0	0	0	0	0
107	353	317	263	440	502	0	2104	2369	1707	5	0	0	0	0	0	0	0	0	0
108	358	322	267	446	509	0	2136	2402	1734	5	0	0	0	0	0	0	0	0	0
109	362	326	270	452	516	0	2160	2434	1755	5	0	0	0	0	0	0	0	0	0
110	367	330	274	458	522	0	2192	2466	1777	5	0	0	0	0	0	0	0	0	0
111	372	334	277	464	529	0	2216	2498	1798	5	0	0	0	0	0	0	0	0	0
112	377	339	281	470	536	0	2248	2531	1825	5	0	0	0	0	0	0	0	0	0
113	382	343	284	476	543	0	2272	2563	1847	5	0	0	0	0	0	0	0	0	0
114	387	348	288	482	550	0	2304	2595	1874	5	0	0	0	0	0	0	0	0	0
115	391	352	291	488	557	0	2328	2628	1895	5	0	0	0	0	0	0	0	0	0
116	396	356	295	494	564	0	2360	2660	1917	5	0	0	0	0	0	0	0	0	0
117	401	361	299	500	571	0	2392	2692	1944	5	0	0	0	0	0	0	0	0	0
118	406	365	302	506	578	0	2416	2725	1965	5	0	0	0	0	0	0	0	0	0
119	411	370	306	512	585	0	2448	2757	1992	5	0	0	0	0	0	0	0	0	0
120	416	374	309	518	592	0	2472	2789	2014	5	0	0	0	0	0	0	0	0	0
121	421	379	313	524	599	0	2504	2822	2041	5	0	0	0	0	0	0	0	0	0
4																			
LV	STR	Dex	CON	WIS	INT	CHA	MAX HP	MAX MP	MAX SP	MAX AC	MAX AR	MAX DR	FIRE	WATER	EARTH	AIR	MAGIC	MIN DMG	MAX DMG
1	18	11	14	6	7	0	112	32	59	3	0	0	0	0	0	0	0	0	0
2	19	12	15	6	8	0	120	32	65	3	0	0	0	0	0	0	0	0	0
3	20	13	16	6	8	0	128	32	70	3	0	0	0	0	0	0	0	0	0
4	22	14	17	7	9	0	136	38	75	3	0	0	0	0	0	0	0	0	0
5	24	15	18	7	9	0	144	38	81	3	0	0	0	0	0	0	0	0	0
6	26	16	19	7	10	0	152	38	86	3	0	0	0	0	0	0	0	0	0
7	28	18	20	7	11	0	160	38	97	3	0	0	0	0	0	0	0	0	0
8	30	19	21	8	12	0	168	43	102	3	0	0	0	0	0	0	0	0	0
9	33	21	23	8	13	0	184	43	113	3	0	0	0	0	0	0	0	0	0
10	35	22	24	8	14	0	192	43	118	3	0	0	0	0	0	0	0	0	0
11	38	24	26	9	15	0	208	48	129	3	0	0	0	0	0	0	0	0	0
12	41	26	27	9	16	0	216	48	140	3	0	0	0	0	0	0	0	0	0
13	44	28	29	9	17	0	232	48	151	3	0	0	0	0	0	0	0	0	0
14	47	30	30	10	18	0	240	54	162	3	0	0	0	0	0	0	0	0	0
15	50	32	32	10	19	0	256	54	172	3	0	0	0	0	0	0	0	0	0
16	53	34	34	11	21	0	272	59	183	3	0	0	0	0	0	0	0	0	0
17	57	36	36	11	22	0	288	59	194	4	0	0	0	0	0	0	0	0	0
18	60	38	38	12	23	0	304	65	205	4	0	0	0	0	0	0	0	0	0
19	64	40	40	12	24	0	320	65	215	4	0	0	0	0	0	0	0	0	0
20	67	43	42	13	26	0	336	70	232	4	0	0	0	0	0	0	0	0	0
21	71	45	44	13	27	0	352	70	242	4	0	0	0	0	0	0	0	0	0
22	75	47	46	14	29	0	368	75	253	4	0	0	0	0	0	0	0	0	0
23	79	50	48	14	30	0	384	75	269	4	0	0	0	0	0	0	0	0	0
24	83	52	50	15	32	0	400	81	280	4	0	0	0	0	0	0	0	0	0
25	87	55	53	15	33	0	424	81	296	4	0	0	0	0	0	0	0	0	0
26	91	58	55	16	35	0	440	86	312	4	0	0	0	0	0	0	0	0	0
27	95	60	57	16	36	0	456	86	323	4	0	0	0	0	0	0	0	0	0
28	99	63	60	17	38	0	480	92	339	4	0	0	0	0	0	0	0	0	0
29	104	66	62	17	39	0	496	92	355	4	0	0	0	0	0	0	0	0	0
30	108	68	64	18	41	0	512	97	366	4	0	0	0	0	0	0	0	0	0
31	113	71	67	18	43	0	536	97	382	4	0	0	0	0	0	0	0	0	0
32	117	74	69	19	45	0	552	102	398	4	0	0	0	0	0	0	0	0	0
33	122	77	72	20	46	0	576	108	415	4	0	0	0	0	0	0	0	0	0
34	127	80	75	20	48	0	600	108	431	4	0	0	0	0	0	0	0	0	0
35	131	83	77	21	50	0	616	113	447	4	0	0	0	0	0	0	0	0	0
36	136	86	80	22	52	0	640	118	463	4	0	0	0	0	0	0	0	0	0
37	141	89	83	22	53	0	664	118	479	4	0	0	0	0	0	0	0	0	0
38	146	92	85	23	55	0	680	124	495	4	0	0	0	0	0	0	0	0	0
39	151	96	88	23	57	0	704	124	517	4	0	0	0	0	0	0	0	0	0
40	156	99	91	24	59	0	728	129	533	4	0	0	0	0	0	0	0	0	0
41	161	102	94	25	61	0	752	135	549	4	0	0	0	0	0	0	0	0	0
42	167	105	97	25	63	0	776	135	565	5	0	0	0	0	0	0	0	0	0
43	172	109	100	26	65	0	800	140	587	5	0	0	0	0	0	0	0	0	0
44	177	112	103	27	67	0	824	145	603	5	0	0	0	0	0	0	0	0	0
45	183	115	106	28	69	0	848	151	619	5	0	0	0	0	0	0	0	0	0
46	188	119	109	28	71	0	872	151	641	5	0	0	0	0	0	0	0	0	0
47	194	122	112	29	73	0	896	156	657	5	0	0	0	0	0	0	0	0	0
48	199	126	115	30	75	0	920	162	678	5	0	0	0	0	0	0	0	0	0
49	205	129	118	30	77	0	944	162	695	5	0	0	0	0	0	0	0	0	0
50	210	133	121	31	79	0	968	167	716	5	0	0	0	0	0	0	0	0	0
51	216	136	124	32	81	0	992	172	732	5	0	0	0	0	0	0	0	0	0
52	222	140	127	33	84	0	1016	178	754	5	0	0	0	0	0	0	0	0	0
53	228	144	130	33	86	0	1040	178	775	5	0	0	0	0	0	0	0	0	0
54	234	147	134	34	88	0	1072	183	792	5	0	0	0	0	0	0	0	0	0
55	239	151	137	35	90	0	1096	188	813	5	0	0	0	0	0	0	0	0	0
56	245	155	140	36	92	0	1120	194	835	5	0	0	0	0	0	0	0	0	0
57	251	159	144	36	95	0	1152	194	856	5	0	0	0	0	0	0	0	0	0
58	257	163	147	37	97	0	1176	199	878	5	0	0	0	0	0	0	0	0	0
59	264	166	150	38	99	0	1200	205	894	5	0	0	0	0	0	0	0	0	0
60	270	170	154	39	102	0	1232	210	915	5	0	0	0	0	0	0	0	0	0
61	276	174	157	40	104	0	1256	215	937	5	0	0	0	0	0	0	0	0	0
62	282	178	161	41	106	0	1288	221	958	6	0	0	0	0	0	0	0	0	0
63	289	182	164	41	109	0	1312	221	980	6	0	0	0	0	0	0	0	0	0
64	295	186	168	42	111	0	1344	226	1002	6	0	0	0	0	0	0	0	0	0
65	301	190	171	43	113	0	1368	232	1023	6	0	0	0	0	0	0	0	0	0
66	308	194	175	44	116	0	1400	237	1045	6	0	0	0	0	0	0	0	0	0
67	314	198	178	45	118	0	1424	242	1066	6	0	0	0	0	0	0	0	0	0
68	321	202	182	46	121	0	1456	248	1088	6	0	0	0	0	0	0	0	0	0
69	327	207	186	46	123	0	1488	248	1115	6	0	0	0	0	0	0	0	0	0
70	334	211	189	47	126	0	1512	253	1136	6	0	0	0	0	0	0	0	0	0
71	341	215	193	48	128	0	1544	258	1158	6	0	0	0	0	0	0	0	0	0
72	347	219	197	49	131	0	1576	264	1179	6	0	0	0	0	0	0	0	0	0
73	354	223	200	50	133	0	1600	269	1201	6	0	0	0	0	0	0	0	0	0
74	361	228	204	51	136	0	1632	275	1228	6	0	0	0	0	0	0	0	0	0
75	368	232	208	52	138	0	1664	280	1249	6	0	0	0	0	0	0	0	0	0
76	375	236	212	53	141	0	1696	285	1271	6	0	0	0	0	0	0	0	0	0
77	382	241	216	53	143	0	1728	285	1298	6	0	0	0	0	0	0	0	0	0
78	389	245	220	54	146	0	1760	291	1319	7	0	0	0	0	0	0	0	0	0
79	396	250	223	55	149	0	1784	296	1346	7	0	0	0	0	0	0	0	0	0
80	403	254	227	56	151	0	1816	302	1368	7	0	0	0	0	0	0	0	0	0
81	410	259	231	57	154	0	1848	307	1395	7	0	0	0	0	0	0	0	0	0
82	417	263	235	58	157	0	1880	312	1416	7	0	0	0	0	0	0	0	0	0
83	424	268	239	59	159	0	1912	318	1443	7	0	0	0	0	0	0	0	0	0
84	432	272	243	60	162	0	1944	323	1465	7	0	0	0	0	0	0	0	0	0
85	439	277	247	61	165	0	1976	328	1492	7	0	0	0	0	0	0	0	0	0
86	446	281	251	62	167	0	2008	334	1513	7	0	0	0	0	0	0	0	0	0
87	453	286	255	63	170	0	2040	339	1540	7	0	0	0	0	0	0	0	0	0
88	461	291	259	64	173	0	2072	345	1567	7	0	0	0	0	0	0	0	0	0
89	468	295	264	65	176	0	2112	350	1588	7	0	0	0	0	0	0	0	0	0
90	476	300	268	66	179	0	2144	355	1615	7	0	0	0	0	0	0	0	0	0
91	483	305	272	67	181	0	2176	361	1642	7	0	0	0	0	0	0	0	0	0
92	491	310	276	68	184	0	2208	366	1669	7	0	0	0	0	0	0	0	0	0
93	498	314	280	69	187	0	2240	372	1691	7	0	0	0	0	0	0	0	0	0
94	506	319	284	70	190	0	2272	377	1718	8	0	0	0	0	0	0	0	0	0
95	514	324	289	71	193	0	2312	382	1745	8	0	0	0	0	0	0	0	0	0
96	521	329	293	72	196	0	2344	388	1772	8	0	0	0	0	0	0	0	0	0
97	529	334	297	73	199	0	2376	393	1798	8	0	0	0	0	0	0	0	0	0
98	537	339	301	74	201	0	2408	398	1825	8	0	0	0	0	0	0	0	0	0
99	545	344	306	75	204	0	2448	404	1852	8	0	0	0	0	0	0	0	0	0
100	553	348	310	76	207	0	2480	409	1874	8	0	0	0	0	0	0	0	0	0
101	561	353	314	77	210	0	2512	415	1901	8	0	0	0	0	0	0	0	0	0
102	568	358	319	78	213	0	2552	420	1928	8	0	0	0	0	0	0	0	0	0
103	576	363	323	79	216	0	2584	425	1955	8	0	0	0	0	0	0	0	0	0
104	584	369	328	80	219	0	2624	431	1987	8	0	0	0	0	0	0	0	0	0
105	592	374	332	81	222	0	2656	436	2014	8	0	0	0	0	0	0	0	0	0
106	601	379	337	82	225	0	2696	442	2041	8	0	0	0	0	0	0	0	0	0
107	609	384	341	83	228	0	2728	447	2068	8	0	0	0	0	0	0	0	0	0
108	617	389	346	84	231	0	2768	452	2095	9	0	0	0	0	0	0	0	0	0
109	625	394	350	85	234	0	2800	458	2122	9	0	0	0	0	0	0	0	0	0
110	633	399	355	86	237	0	2840	463	2148	9	0	0	0	0	0	0	0	0	0
111	641	404	359	87	241	0	2872	468	2175	9	0	0	0	0	0	0	0	0	0
112	650	410	364	88	244	0	2912	474	2208	9	0	0	0	0	0	0	0	0	0
113	658	415	368	89	247	0	2944	479	2235	9	0	0	0	0	0	0	0	0	0
114	666	420	373	90	250	0	2984	485	2262	9	0	0	0	0	0	0	0	0	0
115	675	425	378	92	253	0	3024	495	2288	9	0	0	0	0	0	0	0	0	0
116	683	431	382	93	256	0	3056	501	2321	9	0	0	0	0	0	0	0	0	0
117	692	436	387	94	259	0	3096	506	2348	9	0	0	0	0	0	0	0	0	0
118	700	441	392	95	263	0	3136	512	2375	9	0	0	0	0	0	0	0	0	0
119	709	447	396	96	266	0	3168	517	2407	9	0	0	0	0	0	0	0	0	0
120	717	452	401	97	269	0	3208	522	2434	9	0	0	0	0	0	0	0	0	0
121	726	458	406	98	272	0	3248	528	2466	10	0	0	0	0	0	0	0	0	0
8																			
LV	STR	Dex	CON	WIS	INT	CHA	MAX HP	MAX MP	MAX SP	MAX AC	MAX AR	MAX DR	FIRE	WATER	EARTH	AIR	MAGIC	MIN DMG	MAX DMG
1	12	16	11	8	9	0	88	43	86	2	0	0	0	0	0	0	0	0	0
2	13	17	12	8	9	0	96	43	92	2	0	0	0	0	0	0	0	0	0
3	14	18	13	9	10	0	104	48	97	2	0	0	0	0	0	0	0	0	0
4	15	19	14	9	10	0	112	48	102	2	0	0	0	0	0	0	0	0	0
5	16	20	15	9	11	0	120	48	108	2	0	0	0	0	0	0	0	0	0
6	17	22	16	10	11	0	128	54	118	2	0	0	0	0	0	0	0	0	0
7	18	23	17	10	12	0	136	54	124	2	0	0	0	0	0	0	0	0	0
8	19	25	18	11	13	0	144	59	135	2	0	0	0	0	0	0	0	0	0
9	21	27	19	12	13	0	152	65	145	2	0	0	0	0	0	0	0	0	0
10	22	28	21	12	14	0	168	65	151	2	0	0	0	0	0	0	0	0	0
11	24	30	22	13	15	0	176	70	162	2	0	0	0	0	0	0	0	0	0
12	26	32	24	13	16	0	192	70	172	2	0	0	0	0	0	0	0	0	0
13	27	34	25	14	16	0	200	75	183	2	0	0	0	0	0	0	0	0	0
14	29	36	27	15	17	0	216	81	194	2	0	0	0	0	0	0	0	0	0
15	31	38	29	15	18	0	232	81	205	2	0	0	0	0	0	0	0	0	0
16	33	41	30	16	19	0	240	86	221	2	0	0	0	0	0	0	0	0	0
17	35	43	32	17	20	0	256	92	232	3	0	0	0	0	0	0	0	0	0
18	37	45	34	18	21	0	272	97	242	3	0	0	0	0	0	0	0	0	0
19	39	48	36	19	22	0	288	102	258	3	0	0	0	0	0	0	0	0	0
20	41	50	38	19	23	0	304	102	269	3	0	0	0	0	0	0	0	0	0
21	43	53	40	20	24	0	320	108	285	3	0	0	0	0	0	0	0	0	0
22	45	55	42	21	25	0	336	113	296	3	0	0	0	0	0	0	0	0	0
23	47	58	44	22	26	0	352	118	312	3	0	0	0	0	0	0	0	0	0
24	50	61	46	23	27	0	368	124	328	3	0	0	0	0	0	0	0	0	0
25	52	63	48	24	28	0	384	129	339	3	0	0	0	0	0	0	0	0	0
26	54	66	51	25	29	0	408	135	355	3	0	0	0	0	0	0	0	0	0
27	57	69	53	26	31	0	424	140	372	3	0	0	0	0	0	0	0	0	0
28	59	72	55	27	32	0	440	145	388	3	0	0	0	0	0	0	0	0	0
29	62	75	58	28	33	0	464	151	404	3	0	0	0	0	0	0	0	0	0
30	64	78	60	29	34	0	480	156	420	3	0	0	0	0	0	0	0	0	0
31	67	81	62	30	35	0	496	162	436	3	0	0	0	0	0	0	0	0	0
32	70	84	65	31	37	0	520	167	452	3	0	0	0	0	0	0	0	0	0
33	72	87	67	32	38	0	536	172	468	3	0	0	0	0	0	0	0	0	0
34	75	90	70	33	39	0	560	178	485	3	0	0	0	0	0	0	0	0	0
35	78	94	72	34	41	0	576	183	506	3	0	0	0	0	0	0	0	0	0
36	80	97	75	35	42	0	600	188	522	3	0	0	0	0	0	0	0	0	0
37	83	100	78	36	43	0	624	194	538	3	0	0	0	0	0	0	0	0	0
38	86	104	80	37	45	0	640	199	560	3	0	0	0	0	0	0	0	0	0
39	89	107	83	39	46	0	664	210	576	3	0	0	0	0	0	0	0	0	0
40	92	111	86	40	48	0	688	215	598	3	0	0	0	0	0	0	0	0	0
41	95	114	89	41	49	0	712	221	614	3	0	0	0	0	0	0	0	0	0
42	98	118	91	42	50	0	728	226	635	4	0	0	0	0	0	0	0	0	0
43	101	121	94	43	52	0	752	232	652	4	0	0	0	0	0	0	0	0	0
44	104	125	97	44	53	0	776	237	673	4	0	0	0	0	0	0	0	0	0
45	107	128	100	46	55	0	800	248	689	4	0	0	0	0	0	0	0	0	0
46	110	132	103	47	56	0	824	253	711	4	0	0	0	0	0	0	0	0	0
47	113	136	106	48	58	0	848	258	732	4	0	0	0	0	0	0	0	0	0
48	116	140	109	49	59	0	872	264	754	4	0	0	0	0	0	0	0	0	0
49	120	143	112	51	61	0	896	275	770	4	0	0	0	0	0	0	0	0	0
50	123	147	115	52	62	0	920	280	792	4	0	0	0	0	0	0	0	0	0
51	126	151	118	53	64	0	944	285	813	4	0	0	0	0	0	0	0	0	0
52	129	155	121	55	66	0	968	296	835	4	0	0	0	0	0	0	0	0	0
53	133	159	124	56	67	0	992	302	856	4	0	0	0	0	0	0	0	0	0
54	136	163	127	57	69	0	1016	307	878	4	0	0	0	0	0	0	0	0	0
55	139	167	130	59	70	0	1040	318	899	4	0	0	0	0	0	0	0	0	0
56	143	171	134	60	72	0	1072	323	921	4	0	0	0	0	0	0	0	0	0
57	146	175	137	61	74	0	1096	328	942	4	0	0	0	0	0	0	0	0	0
58	150	179	140	63	75	0	1120	339	964	4	0	0	0	0	0	0	0	0	0
59	153	183	143	64	77	0	1144	345	985	4	0	0	0	0	0	0	0	0	0
60	157	188	147	66	79	0	1176	355	1012	4	0	0	0	0	0	0	0	0	0
61	160	192	150	67	81	0	1200	361	1034	4	0	0	0	0	0	0	0	0	0
62	164	196	153	68	82	0	1224	366	1055	5	0	0	0	0	0	0	0	0	0
63	168	200	157	70	84	0	1256	377	1077	5	0	0	0	0	0	0	0	0	0
64	171	205	160	71	86	0	1280	382	1104	5	0	0	0	0	0	0	0	0	0
65	175	209	164	73	88	0	1312	393	1125	5	0	0	0	0	0	0	0	0	0
66	179	213	167	74	89	0	1336	398	1147	5	0	0	0	0	0	0	0	0	0
67	182	218	171	76	91	0	1368	409	1174	5	0	0	0	0	0	0	0	0	0
68	186	222	174	77	93	0	1392	415	1195	5	0	0	0	0	0	0	0	0	0
69	190	227	178	79	95	0	1424	425	1222	5	0	0	0	0	0	0	0	0	0
70	194	231	181	80	97	0	1448	431	1244	5	0	0	0	0	0	0	0	0	0
71	198	236	185	82	98	0	1480	442	1271	5	0	0	0	0	0	0	0	0	0
72	201	240	188	83	100	0	1504	447	1292	5	0	0	0	0	0	0	0	0	0
73	205	245	192	85	102	0	1536	458	1319	5	0	0	0	0	0	0	0	0	0
74	209	250	196	86	104	0	1568	463	1346	5	0	0	0	0	0	0	0	0	0
75	213	254	199	88	106	0	1592	474	1368	5	0	0	0	0	0	0	0	0	0
76	217	259	203	89	108	0	1624	479	1395	5	0	0	0	0	0	0	0	0	0
77	221	264	207	91	110	0	1656	490	1422	5	0	0	0	0	0	0	0	0	0
78	225	268	210	93	112	0	1680	501	1443	5	0	0	0	0	0	0	0	0	0
79	229	273	214	94	114	0	1712	506	1470	5	0	0	0	0	0	0	0	0	0
80	233	278	218	96	116	0	1744	517	1497	5	0	0	0	0	0	0	0	0	0
81	237	283	222	97	118	0	1776	522	1524	5	0	0	0	0	0	0	0	0	0
82	241	288	226	99	120	0	1808	533	1551	5	0	0	0	0	0	0	0	0	0
83	245	293	230	101	122	0	1840	544	1578	5	0	0	0	0	0	0	0	0	0
84	250	297	233	102	124	0	1864	549	1599	5	0	0	0	0	0	0	0	0	0
85	254	302	237	104	126	0	1896	560	1626	5	0	0	0	0	0	0	0	0	0
86	258	307	241	106	128	0	1928	571	1653	5	0	0	0	0	0	0	0	0	0
87	262	312	245	107	130	0	1960	576	1680	5	0	0	0	0	0	0	0	0	0
88	266	317	249	109	132	0	1992	587	1707	5	0	0	0	0	0	0	0	0	0
89	271	322	253	111	134	0	2024	598	1734	5	0	0	0	0	0	0	0	0	0
90	275	327	257	112	136	0	2056	603	1761	5	0	0	0	0	0	0	0	0	0
91	279	333	261	114	138	0	2088	614	1793	5	0	0	0	0	0	0	0	0	0
92	284	338	265	116	140	0	2120	625	1820	5	0	0	0	0	0	0	0	0	0
93	288	343	269	118	142	0	2152	635	1847	5	0	0	0	0	0	0	0	0	0
94	292	348	273	119	144	0	2184	641	1874	6	0	0	0	0	0	0	0	0	0
95	297	353	278	121	146	0	2224	652	1901	6	0	0	0	0	0	0	0	0	0
96	301	358	282	123	148	0	2256	662	1928	6	0	0	0	0	0	0	0	0	0
97	306	364	286	125	151	0	2288	673	1960	6	0	0	0	0	0	0	0	0	0
98	310	369	290	126	153	0	2320	678	1987	6	0	0	0	0	0	0	0	0	0
99	315	374	294	128	155	0	2352	689	2014	6	0	0	0	0	0	0	0	0	0
100	319	380	298	130	157	0	2384	700	2046	6	0	0	0	0	0	0	0	0	0
101	324	385	303	132	159	0	2424	711	2073	6	0	0	0	0	0	0	0	0	0
102	328	390	307	134	161	0	2456	722	2100	6	0	0	0	0	0	0	0	0	0
103	333	396	311	135	164	0	2488	727	2132	6	0	0	0	0	0	0	0	0	0
104	337	401	315	137	166	0	2520	738	2159	6	0	0	0	0	0	0	0	0	0
105	342	407	320	139	168	0	2560	748	2192	6	0	0	0	0	0	0	0	0	0
106	346	412	324	141	170	0	2592	759	2218	6	0	0	0	0	0	0	0	0	0
107	351	418	328	143	173	0	2624	770	2251	6	0	0	0	0	0	0	0	0	0
108	356	423	333	145	175	0	2664	781	2278	7	0	0	0	0	0	0	0	0	0
109	360	429	337	146	177	0	2696	786	2310	7	0	0	0	0	0	0	0	0	0
110	365	434	342	148	179	0	2736	797	2337	7	0	0	0	0	0	0	0	0	0
111	370	440	346	150	182	0	2768	808	2369	7	0	0	0	0	0	0	0	0	0
112	375	446	351	152	184	0	2808	818	2402	7	0	0	0	0	0	0	0	0	0
113	379	451	355	154	186	0	2840	829	2428	7	0	0	0	0	0	0	0	0	0
114	384	457	359	156	189	0	2872	840	2461	7	0	0	0	0	0	0	0	0	0
115	389	463	364	158	191	0	2912	851	2493	7	0	0	0	0	0	0	0	0	0
116	394	468	368	160	193	0	2944	862	2520	7	0	0	0	0	0	0	0	0	0
117	399	474	373	162	196	0	2984	872	2552	7	0	0	0	0	0	0	0	0	0
118	404	480	378	164	198	0	3024	883	2585	7	0	0	0	0	0	0	0	0	0
119	408	486	382	165	200	0	3056	888	2617	7	0	0	0	0	0	0	0	0	0
120	413	491	387	167	203	0	3096	899	2644	7	0	0	0	0	0	0	0	0	0
121	418	497	391	169	205	0	3128	910	2676	8	0	0	0	0	0	0	0	0	0
3																			
LV	STR	Dex	CON	WIS	INT	CHA	MAX HP	MAX MP	MAX SP	MAX AC	MAX AR	MAX DR	FIRE	WATER	EARTH	AIR	MAGIC	MIN DMG	MAX DMG
1	8	8	9	14	17	0	72	75	43	2	0	0	0	0	0	0	0	0	0
2	9	9	10	15	18	0	80	81	48	2	0	0	0	0	0	0	0	0	0
3	10	10	10	16	19	0	80	86	54	2	0	0	0	0	0	0	0	0	0
4	11	11	11	18	20	0	88	97	59	2	0	0	0	0	0	0	0	0	0
5	12	12	12	19	22	0	96	102	65	2	0	0	0	0	0	0	0	0	0
6	13	13	12	21	24	0	96	113	70	2	0	0	0	0	0	0	0	0	0
7	15	14	13	23	26	0	104	124	75	2	0	0	0	0	0	0	0	0	0
8	16	15	14	25	28	0	112	135	81	2	0	0	0	0	0	0	0	0	0
9	18	17	15	27	31	0	120	145	92	2	0	0	0	0	0	0	0	0	0
10	19	18	16	29	33	0	128	156	97	2	0	0	0	0	0	0	0	0	0
11	21	19	17	31	36	0	136	167	102	2	0	0	0	0	0	0	0	0	0
12	23	21	18	33	38	0	144	178	113	2	0	0	0	0	0	0	0	0	0
13	25	23	19	36	41	0	152	194	124	2	0	0	0	0	0	0	0	0	0
14	26	24	21	38	44	0	168	205	129	2	0	0	0	0	0	0	0	0	0
15	28	26	22	41	47	0	176	221	140	2	0	0	0	0	0	0	0	0	0
16	30	28	23	43	50	0	184	232	151	2	0	0	0	0	0	0	0	0	0
17	33	30	24	46	53	0	192	248	162	2	0	0	0	0	0	0	0	0	0
18	35	32	26	49	57	0	208	264	172	2	0	0	0	0	0	0	0	0	0
19	37	34	27	52	60	0	216	280	183	2	0	0	0	0	0	0	0	0	0
20	39	36	29	55	63	0	232	296	194	2	0	0	0	0	0	0	0	0	0
21	41	38	30	58	67	0	240	312	205	2	0	0	0	0	0	0	0	0	0
22	44	40	32	61	71	0	256	328	215	2	0	0	0	0	0	0	0	0	0
23	46	42	33	64	74	0	264	345	226	2	0	0	0	0	0	0	0	0	0
24	49	44	35	67	78	0	280	361	237	2	0	0	0	0	0	0	0	0	0
25	51	46	36	70	82	0	288	377	248	2	0	0	0	0	0	0	0	0	0
26	54	49	38	74	86	0	304	398	264	2	0	0	0	0	0	0	0	0	0
27	56	51	40	77	90	0	320	415	275	2	0	0	0	0	0	0	0	0	0
28	59	53	41	81	94	0	328	436	285	2	0	0	0	0	0	0	0	0	0
29	62	56	43	84	98	0	344	452	302	2	0	0	0	0	0	0	0	0	0
30	65	58	45	88	102	0	360	474	312	2	0	0	0	0	0	0	0	0	0
31	67	61	46	91	106	0	368	490	328	2	0	0	0	0	0	0	0	0	0
32	70	63	48	95	111	0	384	512	339	2	0	0	0	0	0	0	0	0	0
33	73	66	50	99	115	0	400	533	355	2	0	0	0	0	0	0	0	0	0
34	76	68	52	103	119	0	416	555	366	2	0	0	0	0	0	0	0	0	0
35	79	71	54	106	124	0	432	571	382	2	0	0	0	0	0	0	0	0	0
36	82	73	56	110	129	0	448	592	393	2	0	0	0	0	0	0	0	0	0
37	85	76	58	114	133	0	464	614	409	2	0	0	0	0	0	0	0	0	0
38	88	79	60	118	138	0	480	635	425	2	0	0	0	0	0	0	0	0	0
39	91	82	61	122	143	0	488	657	442	2	0	0	0	0	0	0	0	0	0
40	94	84	63	127	147	0	504	684	452	2	0	0	0	0	0	0	0	0	0
41	97	87	65	131	152	0	520	705	468	2	0	0	0	0	0	0	0	0	0
42	101	90	68	135	157	0	544	727	485	3	0	0	0	0	0	0	0	0	0
43	104	93	70	139	162	0	560	748	501	3	0	0	0	0	0	0	0	0	0
44	107	96	72	143	167	0	576	770	517	3	0	0	0	0	0	0	0	0	0
45	111	99	74	148	172	0	592	797	533	3	0	0	0	0	0	0	0	0	0
46	114	102	76	152	177	0	608	818	549	3	0	0	0	0	0	0	0	0	0
47	117	105	78	157	183	0	624	845	565	3	0	0	0	0	0	0	0	0	0
48	121	108	80	161	188	0	640	867	582	3	0	0	0	0	0	0	0	0	0
49	124	111	82	166	193	0	656	894	598	3	0	0	0	0	0	0	0	0	0
50	128	114	85	170	198	0	680	915	614	3	0	0	0	0	0	0	0	0	0
51	131	117	87	175	204	0	696	942	630	3	0	0	0	0	0	0	0	0	0
52	135	120	89	180	209	0	712	969	646	3	0	0	0	0	0	0	0	0	0
53	138	124	91	184	215	0	728	991	668	3	0	0	0	0	0	0	0	0	0
54	142	127	94	189	220	0	752	1018	684	3	0	0	0	0	0	0	0	0	0
55	146	130	96	194	226	0	768	1045	700	3	0	0	0	0	0	0	0	0	0
56	150	133	98	199	232	0	784	1072	716	3	0	0	0	0	0	0	0	0	0
