lottery_box_tid	pot_Item_tid	min_stack	max_stack	percent
4896	4052	1	1	15
4896	4053	1	1	15
4896	4054	1	1	15
4896	4055	1	1	15
4896	4056	1	1	15
4896	4596	1	1	15
4896	4597	1	1	15
4896	1941	1	1	25
4896	1943	1	1	25
4896	2218	1	1	25
4896	1947	1	1	25
4896	1949	1	1	25
4896	3274	1	1	25
4896	3277	1	1	25
4896	3280	1	1	25
4896	3283	1	1	25
4896	5241	1	1	25
4896	464	1	5	10
4896	468	1	5	10
4896	589	1	5	10
4896	592	1	5	10
4896	595	1	5	10
4896	599	1	5	10
4896	470	1	5	10
4896	472	1	5	10
4896	475	1	5	10
4896	481	1	5	10
4896	601	1	5	10
4896	841	1	5	10
4896	1170	1	5	10
4896	1173	1	5	10
4896	604	1	5	10
4896	607	1	5	10
4896	610	1	5	10
4896	614	1	5	10
4896	617	1	5	10
4896	1125	50	99	20
4896	1126	50	99	20
4896	1127	50	99	20
4896	202	1	10	30
4896	244	1	10	20
4896	245	1	10	10
4896	246	1	10	5
4896	200	1	10	30
4896	252	1	10	20
4896	253	1	10	10
4896	254	1	10	5
4896	204	1	10	30
4896	256	1	10	20
4896	257	1	10	10
4896	258	1	10	5
4896	201	1	10	30
4896	260	1	10	20
4896	261	1	10	10
4896	262	1	10	5
4896	203	1	10	30
4896	264	1	10	20
4896	265	1	10	10
4896	266	1	10	5
4896	4772	50	99	10
4896	4773	50	99	10
4896	4774	50	99	10
4896	4778	1	10	10
4896	4779	1	10	10
4896	4780	1	10	10
4896	4781	1	10	10
4896	4782	1	10	10
4896	4783	1	10	10
4896	4784	1	10	10
4896	4785	1	10	10
4896	4786	1	10	10
4896	4787	1	10	10
4896	4788	1	10	10
4896	4789	1	10	10
4896	4790	1	10	10
4896	4791	1	10	10
4896	4792	1	10	10
4896	4793	1	10	10
4896	4794	1	10	10
4896	4795	1	10	10
4896	4796	1	10	10
4896	4797	1	10	10
4896	486	10	20	100
4896	nothing	0	0	0
4905	82	1	1	25
4905	85	1	1	25
4905	86	1	1	25
4905	87	1	1	25
4905	88	1	1	25
4905	91	1	1	25
4905	92	1	1	25
4905	93	1	1	25
4905	2095	1	1	25
4905	2098	1	1	25
4905	2099	1	1	25
4905	2100	1	1	25
4905	2347	1	1	25
4905	2348	1	1	25
4905	2350	1	1	25
4905	2351	1	1	25
4905	2352	1	1	25
4905	2353	1	1	25
4905	2354	1	1	25
4905	2356	1	1	25
4905	2357	1	1	25
4905	2358	1	1	25
4905	2359	1	1	25
4905	2360	1	1	25
4905	2362	1	1	25
4905	2363	1	1	25
4905	2364	1	1	25
4905	2365	1	1	25
4905	2366	1	1	25
4905	2368	1	1	25
4905	2369	1	1	25
4905	2370	1	1	25
4905	3101	1	1	25
4905	3100	1	1	25
4905	3102	1	1	25
4905	3103	1	1	25
4905	3104	1	1	25
4905	3116	1	1	25
4905	3115	1	1	25
4905	3117	1	1	25
4905	3118	1	1	25
4905	3119	1	1	25
4905	5136	1	1	25
4905	5137	1	1	25
4905	5138	1	1	25
4905	5139	1	1	25
4905	5140	1	1	25
4905	2169	1	1	15
4905	2171	1	1	15
4905	2172	1	1	15
4905	2173	1	1	15
4905	2175	1	1	15
4905	2177	1	1	15
4905	2178	1	1	15
4905	2179	1	1	15
4905	2323	1	1	15
4905	2324	1	1	15
4905	2326	1	1	15
4905	2327	1	1	15
4905	2328	1	1	15
4905	2329	1	1	15
4905	2330	1	1	15
4905	2332	1	1	15
4905	2333	1	1	15
4905	2334	1	1	15
4905	2335	1	1	15
4905	2336	1	1	15
4905	2338	1	1	15
4905	2339	1	1	15
4905	2340	1	1	15
4905	2341	1	1	15
4905	2342	1	1	15
4905	2344	1	1	15
4905	2345	1	1	15
4905	2346	1	1	15
4905	3106	1	1	15
4905	3105	1	1	15
4905	3107	1	1	15
4905	3108	1	1	15
4905	3109	1	1	15
4905	3121	1	1	15
4905	3120	1	1	15
4905	3122	1	1	15
4905	3123	1	1	15
4905	3124	1	1	15
4905	5141	1	1	15
4905	5142	1	1	15
4905	5143	1	1	15
4905	5144	1	1	15
4905	5145	1	1	15
4905	5511	1	1	15
4905	5512	1	1	15
4905	5513	1	1	15
4905	5514	1	1	15
4905	5515	1	1	15
4905	4167	1	1	5
4905	4168	1	1	5
4905	4169	1	1	5
4905	4170	1	1	5
4905	4171	1	1	5
4905	4172	1	1	5
4905	4173	1	1	5
4905	4174	1	1	5
4905	4175	1	1	5
4905	4176	1	1	5
4905	4177	1	1	5
4905	4178	1	1	5
4905	4179	1	1	5
4905	4180	1	1	5
4905	4181	1	1	5
4905	4182	1	1	5
4905	4183	1	1	5
4905	4184	1	1	5
4905	4185	1	1	5
4905	4186	1	1	5
4905	4187	1	1	5
4905	4188	1	1	5
4905	4189	1	1	5
4905	4190	1	1	5
4905	4191	1	1	5
4905	4192	1	1	5
4905	4193	1	1	5
4905	4194	1	1	5
4905	4196	1	1	5
4905	4195	1	1	5
4905	4197	1	1	5
4905	4198	1	1	5
4905	4199	1	1	5
4905	4376	1	1	5
4905	4375	1	1	5
4905	4377	1	1	5
4905	4378	1	1	5
4905	4379	1	1	5
4905	5264	1	1	5
4905	5265	1	1	5
4905	5266	1	1	5
4905	5267	1	1	5
4905	5268	1	1	5
4905	5611	1	1	5
4905	5612	1	1	5
4905	5613	1	1	5
4905	5614	1	1	5
4905	5615	1	1	5
4905	1047	1	1	70
4905	1950	1	1	70
4905	551	1	1	70
4905	552	1	1	70
4905	1953	1	1	70
4905	1955	1	1	70
4905	3285	1	1	70
4905	3288	1	1	70
4905	3291	1	1	70
4905	3294	1	1	70
4905	5243	1	1	70
4905	4057	1	1	15
4905	4058	1	1	15
4905	4059	1	1	15
4905	4060	1	1	15
4905	4061	1	1	15
4905	4062	1	1	15
4905	4063	1	1	15
4905	4064	1	1	15
4905	4598	1	1	15
4905	4599	1	1	15
4905	1951	1	1	15
4905	838	1	1	15
4905	1952	1	1	15
4905	1954	1	1	15
4905	1956	1	1	15
4905	3286	1	1	15
4905	3289	1	1	15
4905	3292	1	1	15
4905	3295	1	1	15
4905	5244	1	1	15
4905	559	1	1	50
4905	498	1	1	50
4905	1958	1	1	50
4905	561	1	1	50
4905	1961	1	1	50
4905	1963	1	1	50
4905	3297	1	1	50
4905	3301	1	1	50
4905	3304	1	1	50
4905	3307	1	1	50
4905	5246	1	1	50
4905	4065	1	1	15
4905	4066	1	1	15
4905	4067	1	1	15
4905	4068	1	1	15
4905	4069	1	1	15
4905	4070	1	1	15
4905	4071	1	1	15
4905	4072	1	1	15
4905	4743	1	1	15
4905	4744	1	1	15
4905	1957	1	1	25
4905	1959	1	1	25
4905	2219	1	1	25
4905	1962	1	1	25
4905	1964	1	1	25
4905	3298	1	1	25
4905	3302	1	1	25
4905	3305	1	1	25
4905	3308	1	1	25
4905	5247	1	1	25
4905	464	1	5	10
4905	468	1	5	10
4905	589	1	5	10
4905	592	1	5	10
4905	595	1	5	10
4905	599	1	5	10
4905	470	1	5	10
4905	472	1	5	10
4905	475	1	5	10
4905	481	1	5	10
4905	601	1	5	10
4905	841	1	5	10
4905	1170	1	5	10
4905	1173	1	5	10
4905	604	1	5	10
4905	607	1	5	10
4905	610	1	5	10
4905	614	1	5	10
4905	617	1	5	10
4905	1125	50	99	20
4905	1126	50	99	20
4905	1127	50	99	20
4905	202	1	10	30
4905	244	1	10	20
4905	245	1	10	10
4905	246	1	10	5
4905	200	1	10	30
4905	252	1	10	20
4905	253	1	10	10
4905	254	1	10	5
4905	204	1	10	30
4905	256	1	10	20
4905	257	1	10	10
4905	258	1	10	5
4905	201	1	10	30
4905	260	1	10	20
4905	261	1	10	10
4905	262	1	10	5
4905	203	1	10	30
4905	264	1	10	20
4905	265	1	10	10
4905	266	1	10	5
4905	4772	50	99	10
4905	4773	50	99	10
4905	4774	50	99	10
4905	4778	1	10	10
4905	4779	1	10	10
4905	4780	1	10	10
4905	4781	1	10	10
4905	4782	1	10	10
4905	4783	1	10	10
4905	4784	1	10	10
4905	4785	1	10	10
4905	4786	1	10	10
4905	4787	1	10	10
4905	4788	1	10	10
4905	4789	1	10	10
4905	4790	1	10	10
4905	4791	1	10	10
4905	4792	1	10	10
4905	4793	1	10	10
4905	4794	1	10	10
4905	4795	1	10	10
4905	4796	1	10	10
4905	4797	1	10	10
4905	486	10	20	100
4905	nothing	0	0	0
4906	366	1	1	25
4906	369	1	1	25
4906	370	1	1	25
4906	371	1	1	25
4906	360	1	1	25
4906	363	1	1	25
4906	364	1	1	25
4906	365	1	1	25
4906	2101	1	1	25
4906	2103	1	1	25
4906	2104	1	1	25
4906	2105	1	1	25
4906	2395	1	1	25
4906	2396	1	1	25
4906	2398	1	1	25
4906	2399	1	1	25
4906	2400	1	1	25
4906	2401	1	1	25
4906	2402	1	1	25
4906	2404	1	1	25
4906	2405	1	1	25
4906	2406	1	1	25
4906	2407	1	1	25
4906	2408	1	1	25
4906	2410	1	1	25
4906	2411	1	1	25
4906	2412	1	1	25
4906	2413	1	1	25
4906	2414	1	1	25
4906	2416	1	1	25
4906	2417	1	1	25
4906	2418	1	1	25
4906	3126	1	1	25
4906	3125	1	1	25
4906	3127	1	1	25
4906	3128	1	1	25
4906	3129	1	1	25
4906	3141	1	1	25
4906	3140	1	1	25
4906	3142	1	1	25
4906	3143	1	1	25
4906	3144	1	1	25
4906	5151	1	1	25
4906	5152	1	1	25
4906	5153	1	1	25
4906	5154	1	1	25
4906	5155	1	1	25
4906	2205	1	1	15
4906	2207	1	1	15
4906	2208	1	1	15
4906	2209	1	1	15
4906	2211	1	1	15
4906	2213	1	1	15
4906	2214	1	1	15
4906	2215	1	1	15
4906	2371	1	1	15
4906	2372	1	1	15
4906	2374	1	1	15
4906	2375	1	1	15
4906	2376	1	1	15
4906	2382	1	1	15
4906	2377	1	1	15
4906	2379	1	1	15
4906	2380	1	1	15
4906	2381	1	1	15
4906	2383	1	1	15
4906	2384	1	1	15
4906	2386	1	1	15
4906	2387	1	1	15
4906	2388	1	1	15
4906	2389	1	1	15
4906	2390	1	1	15
4906	2392	1	1	15
4906	2393	1	1	15
4906	2394	1	1	15
4906	3131	1	1	15
4906	3130	1	1	15
4906	3132	1	1	15
4906	3133	1	1	15
4906	3134	1	1	15
4906	3146	1	1	15
4906	3145	1	1	15
4906	3147	1	1	15
4906	3148	1	1	15
4906	3149	1	1	15
4906	5156	1	1	15
4906	5157	1	1	15
4906	5158	1	1	15
4906	5159	1	1	15
4906	5160	1	1	15
4906	5516	1	1	15
4906	5517	1	1	15
4906	5518	1	1	15
4906	5519	1	1	15
4906	5520	1	1	15
4906	4200	1	1	5
4906	4201	1	1	5
4906	4202	1	1	5
4906	4203	1	1	5
4906	4204	1	1	5
4906	4205	1	1	5
4906	4206	1	1	5
4906	4207	1	1	5
4906	4208	1	1	5
4906	4209	1	1	5
4906	4210	1	1	5
4906	4211	1	1	5
4906	4212	1	1	5
4906	4217	1	1	5
4906	4213	1	1	5
4906	4214	1	1	5
4906	4215	1	1	5
4906	4216	1	1	5
4906	4218	1	1	5
4906	4219	1	1	5
4906	4220	1	1	5
4906	4221	1	1	5
4906	4222	1	1	5
4906	4223	1	1	5
4906	4224	1	1	5
4906	4225	1	1	5
4906	4226	1	1	5
4906	4227	1	1	5
4906	4229	1	1	5
4906	4228	1	1	5
4906	4230	1	1	5
4906	4231	1	1	5
4906	4232	1	1	5
4906	4381	1	1	5
4906	4380	1	1	5
4906	4382	1	1	5
4906	4383	1	1	5
4906	4384	1	1	5
4906	5269	1	1	5
4906	5270	1	1	5
4906	5271	1	1	5
4906	5272	1	1	5
4906	5273	1	1	5
4906	5616	1	1	5
4906	5617	1	1	5
4906	5618	1	1	5
4906	5619	1	1	5
4906	5620	1	1	5
4906	1965	1	1	70
4906	488	1	1	70
4906	1045	1	1	70
4906	1896	1	1	70
4906	1898	1	1	70
4906	1900	1	1	70
4906	3201	1	1	70
4906	3204	1	1	70
4906	3207	1	1	70
4906	3210	1	1	70
4906	5222	1	1	70
4906	4001	1	1	15
4906	4002	1	1	15
4906	4003	1	1	15
4906	4004	1	1	15
4906	4005	1	1	15
4906	4006	1	1	15
4906	4007	1	1	15
4906	4008	1	1	15
4906	4584	1	1	15
4906	4585	1	1	15
4906	1895	1	1	15
4906	2221	1	1	15
4906	1897	1	1	15
4906	1899	1	1	15
4906	1901	1	1	15
4906	3202	1	1	15
4906	3205	1	1	15
4906	3208	1	1	15
4906	3211	1	1	15
4906	5223	1	1	15
4906	1902	1	1	50
4906	1903	1	1	50
4906	1904	1	1	50
4906	507	1	1	50
4906	1907	1	1	50
4906	1909	1	1	50
4906	3213	1	1	50
4906	3216	1	1	50
4906	3219	1	1	50
4906	3222	1	1	50
4906	5225	1	1	50
4906	4009	1	1	15
4906	4010	1	1	15
4906	4011	1	1	15
4906	4012	1	1	15
4906	4013	1	1	15
4906	4014	1	1	15
4906	4015	1	1	15
4906	4016	1	1	15
4906	4586	1	1	15
4906	4587	1	1	15
4906	2216	1	1	25
4906	1905	1	1	25
4906	2224	1	1	25
4906	2217	1	1	25
4906	2220	1	1	25
4906	3214	1	1	25
4906	3217	1	1	25
4906	3220	1	1	25
4906	3223	1	1	25
4906	5226	1	1	25
4906	317	1	1	50
4906	514	1	1	50
4906	517	1	1	50
4906	515	1	1	50
4906	518	1	1	50
4906	516	1	1	50
4906	3225	1	1	50
4906	3228	1	1	50
4906	3231	1	1	50
4906	3234	1	1	50
4906	5228	1	1	50
4906	4017	1	1	15
4906	4018	1	1	15
4906	4019	1	1	15
4906	4020	1	1	15
4906	4021	1	1	15
4906	4022	1	1	15
4906	4023	1	1	15
4906	4024	1	1	15
4906	4588	1	1	15
4906	4589	1	1	15
4906	1910	1	1	25
4906	2222	1	1	25
4906	1912	1	1	25
4906	2225	1	1	25
4906	1913	1	1	25
4906	3226	1	1	25
4906	3229	1	1	25
4906	3232	1	1	25
4906	3235	1	1	25
4906	5229	1	1	25
4906	1914	1	1	50
4906	1915	1	1	50
4906	1917	1	1	50
4906	492	1	1	50
4906	1920	1	1	50
4906	1922	1	1	50
4906	3237	1	1	50
4906	3240	1	1	50
4906	3243	1	1	50
4906	3246	1	1	50
4906	5231	1	1	50
4906	4025	1	1	15
4906	4026	1	1	15
4906	4027	1	1	15
4906	4028	1	1	15
4906	4029	1	1	15
4906	4030	1	1	15
4906	4031	1	1	15
4906	4032	1	1	15
4906	4590	1	1	15
4906	4591	1	1	15
4906	1916	1	1	25
4906	1918	1	1	25
4906	1919	1	1	25
4906	1921	1	1	25
4906	1923	1	1	25
4906	3238	1	1	25
4906	3241	1	1	25
4906	3244	1	1	25
4906	3247	1	1	25
4906	5232	1	1	25
4906	1924	1	1	50
4906	1925	1	1	50
4906	1927	1	1	50
4906	1928	1	1	50
4906	1930	1	1	50
4906	1931	1	1	50
4906	3249	1	1	50
4906	3252	1	1	50
4906	3255	1	1	50
4906	3258	1	1	50
4906	5234	1	1	50
4906	4033	1	1	15
4906	4034	1	1	15
4906	4035	1	1	15
4906	4036	1	1	15
4906	4037	1	1	15
4906	4038	1	1	15
4906	4039	1	1	15
4906	4040	1	1	15
4906	4592	1	1	15
4906	4593	1	1	15
4906	1926	1	1	25
4906	2223	1	1	25
4906	1929	1	1	25
4906	2226	1	1	25
4906	1932	1	1	25
4906	3250	1	1	25
4906	3253	1	1	25
4906	3256	1	1	25
4906	3259	1	1	25
4906	5235	1	1	25
4906	464	1	5	10
4906	468	1	5	10
4906	589	1	5	10
4906	592	1	5	10
4906	595	1	5	10
4906	599	1	5	10
4906	470	1	5	10
4906	472	1	5	10
4906	475	1	5	10
4906	481	1	5	10
4906	601	1	5	10
4906	841	1	5	10
4906	1170	1	5	10
4906	1173	1	5	10
4906	604	1	5	10
4906	607	1	5	10
4906	610	1	5	10
4906	614	1	5	10
4906	617	1	5	10
4906	1125	50	99	20
4906	1126	50	99	20
4906	1127	50	99	20
4906	202	1	10	30
4906	244	1	10	20
4906	245	1	10	10
4906	246	1	10	5
4906	200	1	10	30
4906	252	1	10	20
4906	253	1	10	10
4906	254	1	10	5
4906	204	1	10	30
4906	256	1	10	20
4906	257	1	10	10
4906	258	1	10	5
4906	201	1	10	30
4906	260	1	10	20
4906	261	1	10	10
4906	262	1	10	5
4906	203	1	10	30
4906	264	1	10	20
4906	265	1	10	10
4906	266	1	10	5
4906	4772	50	99	10
4906	4773	50	99	10
4906	4774	50	99	10
4906	4778	1	10	10
4906	4779	1	10	10
4906	4780	1	10	10
4906	4781	1	10	10
4906	4782	1	10	10
4906	4783	1	10	10
4906	4784	1	10	10
4906	4785	1	10	10
4906	4786	1	10	10
4906	4787	1	10	10
4906	4788	1	10	10
4906	4789	1	10	10
4906	4790	1	10	10
4906	4791	1	10	10
4906	4792	1	10	10
4906	4793	1	10	10
4906	4794	1	10	10
4906	4795	1	10	10
4906	4796	1	10	10
4906	4797	1	10	10
4906	486	10	20	100
4906	nothing	0	0	0
4907	118	1	1	25
4907	121	1	1	25
4907	122	1	1	25
4907	123	1	1	25
4907	124	1	1	25
4907	127	1	1	25
4907	128	1	1	25
4907	129	1	1	25
4907	2106	1	1	25
4907	2108	1	1	25
4907	2109	1	1	25
4907	2110	1	1	25
4907	2443	1	1	25
4907	2444	1	1	25
4907	2446	1	1	25
4907	2447	1	1	25
4907	2448	1	1	25
4907	2449	1	1	25
4907	2450	1	1	25
4907	2452	1	1	25
4907	2453	1	1	25
4907	2454	1	1	25
4907	2455	1	1	25
4907	2456	1	1	25
4907	2458	1	1	25
4907	2459	1	1	25
4907	2460	1	1	25
4907	2461	1	1	25
4907	2462	1	1	25
4907	2464	1	1	25
4907	2465	1	1	25
4907	2466	1	1	25
4907	3151	1	1	25
4907	3150	1	1	25
4907	3152	1	1	25
4907	3153	1	1	25
4907	3154	1	1	25
4907	3166	1	1	25
4907	3165	1	1	25
4907	3167	1	1	25
4907	3168	1	1	25
4907	3169	1	1	25
4907	5166	1	1	25
4907	5167	1	1	25
4907	5168	1	1	25
4907	5169	1	1	25
4907	5170	1	1	25
4907	2181	1	1	15
4907	2183	1	1	15
4907	2184	1	1	15
4907	2185	1	1	15
4907	2187	1	1	15
4907	2189	1	1	15
4907	2190	1	1	15
4907	2191	1	1	15
4907	2419	1	1	15
4907	2420	1	1	15
4907	2422	1	1	15
4907	2423	1	1	15
4907	2424	1	1	15
4907	2425	1	1	15
4907	2426	1	1	15
4907	2428	1	1	15
4907	2429	1	1	15
4907	2430	1	1	15
4907	2431	1	1	15
4907	2432	1	1	15
4907	2434	1	1	15
4907	2435	1	1	15
4907	2436	1	1	15
4907	2437	1	1	15
4907	2438	1	1	15
4907	2440	1	1	15
4907	2441	1	1	15
4907	2442	1	1	15
4907	3156	1	1	15
4907	3155	1	1	15
4907	3157	1	1	15
4907	3158	1	1	15
4907	3159	1	1	15
4907	3171	1	1	15
4907	3170	1	1	15
4907	3172	1	1	15
4907	3173	1	1	15
4907	3174	1	1	15
4907	5171	1	1	15
4907	5172	1	1	15
4907	5173	1	1	15
4907	5174	1	1	15
4907	5175	1	1	15
4907	5521	1	1	15
4907	5522	1	1	15
4907	5523	1	1	15
4907	5524	1	1	15
4907	5525	1	1	15
4907	4233	1	1	5
4907	4234	1	1	5
4907	4235	1	1	5
4907	4236	1	1	5
4907	4237	1	1	5
4907	4238	1	1	5
4907	4239	1	1	5
4907	4240	1	1	5
4907	4241	1	1	5
4907	4242	1	1	5
4907	4243	1	1	5
4907	4244	1	1	5
4907	4245	1	1	5
4907	4246	1	1	5
4907	4247	1	1	5
4907	4248	1	1	5
4907	4249	1	1	5
4907	4250	1	1	5
4907	4251	1	1	5
4907	4252	1	1	5
4907	4253	1	1	5
4907	4254	1	1	5
4907	4255	1	1	5
4907	4256	1	1	5
4907	4257	1	1	5
4907	4258	1	1	5
4907	4259	1	1	5
4907	4260	1	1	5
4907	4262	1	1	5
4907	4261	1	1	5
4907	4263	1	1	5
4907	4264	1	1	5
4907	4265	1	1	5
4907	4386	1	1	5
4907	4385	1	1	5
4907	4387	1	1	5
4907	4388	1	1	5
4907	4389	1	1	5
4907	5274	1	1	5
4907	5275	1	1	5
4907	5276	1	1	5
4907	5277	1	1	5
4907	5278	1	1	5
4907	5621	1	1	5
4907	5622	1	1	5
4907	5623	1	1	5
4907	5624	1	1	5
4907	5625	1	1	5
4907	1933	1	1	70
4907	538	1	1	70
4907	1046	1	1	70
4907	1934	1	1	70
4907	1936	1	1	70
4907	1938	1	1	70
4907	3261	1	1	70
4907	3264	1	1	70
4907	3267	1	1	70
4907	3270	1	1	70
4907	5237	1	1	70
4907	4041	1	1	15
4907	4042	1	1	15
4907	4043	1	1	15
4907	4044	1	1	15
4907	4045	1	1	15
4907	4046	1	1	15
4907	4047	1	1	15
4907	4048	1	1	15
4907	4594	1	1	15
4907	4595	1	1	15
4907	537	1	1	15
4907	839	1	1	15
4907	1935	1	1	15
4907	1937	1	1	15
4907	1939	1	1	15
4907	3262	1	1	15
4907	3265	1	1	15
4907	3268	1	1	15
4907	3271	1	1	15
4907	5238	1	1	15
4907	545	1	1	50
4907	1940	1	1	50
4907	1942	1	1	50
4907	1944	1	1	50
4907	1946	1	1	50
4907	1948	1	1	50
4907	3273	1	1	50
4907	3276	1	1	50
4907	3279	1	1	50
4907	3282	1	1	50
4907	5240	1	1	50
4907	4049	1	1	15
4907	4050	1	1	15
4907	4051	1	1	15
4907	4052	1	1	15
4907	4053	1	1	15
4907	4054	1	1	15
4907	4055	1	1	15
4907	4056	1	1	15
4907	4596	1	1	15
4907	4597	1	1	15
4907	1941	1	1	25
4907	1943	1	1	25
4907	2218	1	1	25
4907	1947	1	1	25
4907	1949	1	1	25
4907	3274	1	1	25
4907	3277	1	1	25
4907	3280	1	1	25
4907	3283	1	1	25
4907	5241	1	1	25
4907	464	1	5	10
4907	468	1	5	10
4907	589	1	5	10
4907	592	1	5	10
4907	595	1	5	10
4907	599	1	5	10
4907	470	1	5	10
4907	472	1	5	10
4907	475	1	5	10
4907	481	1	5	10
4907	601	1	5	10
4907	841	1	5	10
4907	1170	1	5	10
4907	1173	1	5	10
4907	604	1	5	10
4907	607	1	5	10
4907	610	1	5	10
4907	614	1	5	10
4907	617	1	5	10
4907	1125	50	99	20
4907	1126	50	99	20
4907	1127	50	99	20
4907	202	1	10	30
4907	244	1	10	20
4907	245	1	10	10
4907	246	1	10	5
4907	200	1	10	30
4907	252	1	10	20
4907	253	1	10	10
4907	254	1	10	5
4907	204	1	10	30
4907	256	1	10	20
4907	257	1	10	10
4907	258	1	10	5
4907	201	1	10	30
4907	260	1	10	20
4907	261	1	10	10
4907	262	1	10	5
4907	203	1	10	30
4907	264	1	10	20
4907	265	1	10	10
4907	266	1	10	5
4907	4772	50	99	10
4907	4773	50	99	10
4907	4774	50	99	10
4907	4778	1	10	10
4907	4779	1	10	10
4907	4780	1	10	10
4907	4781	1	10	10
4907	4782	1	10	10
4907	4783	1	10	10
4907	4784	1	10	10
4907	4785	1	10	10
4907	4786	1	10	10
4907	4787	1	10	10
4907	4788	1	10	10
4907	4789	1	10	10
4907	4790	1	10	10
4907	4791	1	10	10
4907	4792	1	10	10
4907	4793	1	10	10
4907	4794	1	10	10
4907	4795	1	10	10
4907	4796	1	10	10
4907	4797	1	10	10
4907	486	10	20	100
4907	nothing	0	0	0
4908	154	1	1	25
4908	157	1	1	25
4908	158	1	1	25
4908	159	1	1	25
4908	160	1	1	25
4908	163	1	1	25
4908	164	1	1	25
4908	165	1	1	25
4908	2111	1	1	25
4908	2113	1	1	25
4908	2114	1	1	25
4908	2115	1	1	25
4908	2492	1	1	25
4908	2491	1	1	25
4908	2494	1	1	25
4908	2495	1	1	25
4908	2496	1	1	25
4908	2498	1	1	25
4908	2497	1	1	25
4908	2500	1	1	25
4908	2501	1	1	25
4908	2502	1	1	25
4908	2504	1	1	25
4908	2503	1	1	25
4908	2506	1	1	25
4908	2507	1	1	25
4908	2508	1	1	25
4908	2510	1	1	25
4908	2509	1	1	25
4908	2512	1	1	25
4908	2513	1	1	25
4908	2514	1	1	25
4908	3176	1	1	25
4908	3175	1	1	25
4908	3177	1	1	25
4908	3178	1	1	25
4908	3179	1	1	25
4908	3191	1	1	25
4908	3190	1	1	25
4908	3192	1	1	25
4908	3193	1	1	25
4908	3194	1	1	25
4908	5181	1	1	25
4908	5182	1	1	25
4908	5183	1	1	25
4908	5184	1	1	25
4908	5185	1	1	25
4908	2192	1	1	15
4908	2195	1	1	15
4908	2196	1	1	15
4908	2197	1	1	15
4908	2198	1	1	15
4908	2201	1	1	15
4908	2202	1	1	15
4908	2203	1	1	15
4908	2468	1	1	15
4908	2467	1	1	15
4908	2470	1	1	15
4908	2471	1	1	15
4908	2472	1	1	15
4908	2474	1	1	15
4908	2473	1	1	15
4908	2476	1	1	15
4908	2477	1	1	15
4908	2478	1	1	15
4908	2480	1	1	15
4908	2479	1	1	15
4908	2482	1	1	15
4908	2483	1	1	15
4908	2484	1	1	15
4908	2486	1	1	15
4908	2485	1	1	15
4908	2488	1	1	15
4908	2489	1	1	15
4908	2490	1	1	15
4908	3181	1	1	15
4908	3180	1	1	15
4908	3182	1	1	15
4908	3183	1	1	15
4908	3184	1	1	15
4908	3196	1	1	15
4908	3195	1	1	15
4908	3197	1	1	15
4908	3198	1	1	15
4908	3199	1	1	15
4908	5186	1	1	15
4908	5187	1	1	15
4908	5188	1	1	15
4908	5189	1	1	15
4908	5190	1	1	15
4908	5526	1	1	15
4908	5527	1	1	15
4908	5528	1	1	15
4908	5529	1	1	15
4908	5530	1	1	15
4908	4266	1	1	5
4908	4267	1	1	5
4908	4268	1	1	5
4908	4269	1	1	5
4908	4270	1	1	5
4908	4271	1	1	5
4908	4272	1	1	5
4908	4273	1	1	5
4908	4275	1	1	5
4908	4274	1	1	5
4908	4276	1	1	5
4908	4277	1	1	5
4908	4278	1	1	5
4908	4280	1	1	5
4908	4279	1	1	5
4908	4281	1	1	5
4908	4282	1	1	5
4908	4283	1	1	5
4908	4285	1	1	5
4908	4284	1	1	5
4908	4286	1	1	5
4908	4287	1	1	5
4908	4288	1	1	5
4908	4290	1	1	5
4908	4289	1	1	5
4908	4291	1	1	5
4908	4292	1	1	5
4908	4293	1	1	5
4908	4295	1	1	5
4908	4294	1	1	5
4908	4296	1	1	5
4908	4297	1	1	5
4908	4298	1	1	5
4908	4391	1	1	5
4908	4390	1	1	5
4908	4392	1	1	5
4908	4393	1	1	5
4908	4394	1	1	5
4908	5279	1	1	5
4908	5280	1	1	5
4908	5281	1	1	5
4908	5282	1	1	5
4908	5283	1	1	5
4908	5626	1	1	5
4908	5627	1	1	5
4908	5628	1	1	5
4908	5629	1	1	5
4908	5630	1	1	5
4908	1047	1	1	70
4908	1950	1	1	70
4908	551	1	1	70
4908	552	1	1	70
4908	1953	1	1	70
4908	1955	1	1	70
4908	3285	1	1	70
4908	3288	1	1	70
4908	3291	1	1	70
4908	3294	1	1	70
4908	5243	1	1	70
4908	4057	1	1	15
4908	4058	1	1	15
4908	4059	1	1	15
4908	4060	1	1	15
4908	4061	1	1	15
4908	4062	1	1	15
4908	4063	1	1	15
4908	4064	1	1	15
4908	4598	1	1	15
4908	4599	1	1	15
4908	1951	1	1	15
4908	838	1	1	15
4908	1952	1	1	15
4908	1954	1	1	15
4908	1956	1	1	15
4908	3286	1	1	15
4908	3289	1	1	15
4908	3292	1	1	15
4908	3295	1	1	15
4908	5244	1	1	15
4908	559	1	1	50
4908	498	1	1	50
4908	1958	1	1	50
4908	561	1	1	50
4908	1961	1	1	50
4908	1963	1	1	50
4908	3297	1	1	50
4908	3301	1	1	50
4908	3304	1	1	50
4908	3307	1	1	50
4908	5246	1	1	50
4908	4065	1	1	15
4908	4066	1	1	15
4908	4067	1	1	15
