TID	이름	설명
6498	Novice's Package <Archer>	Package including items only for characters Level 30 or below\nYou can buy it at a bargain\nThe package itself is equipped with a firecracker feature\nContents:\n10,000 Novice's Lens Stones\n10 Novice's Resurrection Orbs\n1 Novice's Vitality Costume <Archer>\n1 Wing Chest
6622	Novice's Package <Mage>	Package including items only for characters Level 30 or below\nYou can buy it at a bargain\nThe package itself is equipped with a firecracker feature\nContents:\n10,000 Novice's Lens Stones\n10 Novice's Resurrection Orbs\n1 Novice's Vitality Costume <Mage>\n1 Wing Chest
6623	Novice's Package <Berserker>	Package including items only for characters Level 30 or below\nYou can buy it at a bargain\nThe package itself is equipped with a firecracker feature\nContents:\n10,000 Novice's Lens Stones\n10 Novice's Resurrection Orbs\n1 Novice's Vitality Costume <Berserker>\n1 Wing Chest
6617	Novice's Package <Hunter>	Package including items only for characters Level 30 or below\nYou can buy it at a bargain\nThe package itself is equipped with a firecracker feature\nContents:\n10,000 Novice's Lens Stones\n10 Novice's Resurrection Orbs\n1 Novice's Vitality Costume <Hunter>\n1 Wing Chest
6618	Novice's Package <Sorcerer>	Package including items only for characters Level 30 or below\nYou can buy it at a bargain\nThe package itself is equipped with a firecracker feature\nContents:\n10,000 Novice's Lens Stones\n10 Novice's Resurrection Orbs\n1 Novice's Vitality Costume <Sorcerer>\n1 Wing Chest
6619	Novice's Package <Swashbuckler>	Package including items only for characters Level 30 or below\nYou can buy it at a bargain\nThe package itself is equipped with a firecracker feature\nContents:\n10,000 Novice's Lens Stones\n10 Novice's Resurrection Orbs\n1 Novice's Vitality Costume <Swashbuckler>\n1 Wing Chest
6620	Novice's Package <Ranger>	Package including items only for characters Level 30 or below\nYou can buy it at a bargain\nThe package itself is equipped with a firecracker feature\nContents:\n10,000 Novice's Lens Stones\n10 Novice's Resurrection Orbs\n1 Novice's Vitality Costume <Ranger>\n1 Wing Chest
6621	Novice's Package <Elementalist>	Package including items only for characters Level 30 or below\nYou can buy it at a bargain\nThe package itself is equipped with a firecracker feature\nContents:\n10,000 Novice's Lens Stones\n10 Novice's Resurrection Orbs\n1 Novice's Vitality Costume <Elementalist>\n1 Wing Chest
7001	Cloak of Elemental Master<3Days>	Cloak Item of Elemental Mastery\nIncreases Prismatic Damage and Resistance\n\nAll Elemental Attacks +5\nAll Elemental Resistances +8%\n\nFor 3 days
7002	Forest of Pain Passport	Passport needed to move to Forest of Pain (Chaotic Frontier)\nMonster level: 61~68
7003	Tower of Despair Passport	Passport needed to move to Tower of Despair (Chaotic Frontier)\nMonster level: 69~70
7004	Land of Ice Passport	Passport needed to move to Land of Ice (Chaotic Frontier)\nMonster level: 41~47
7005	Dungeon 1F Passport	Passport needed to move to Dungeon 1F (Chaotic Frontier)\nMonster level: 48~55
7006	Dungeon 2F Passport	Passport needed to move to Dungeon 2F (Chaotic Frontier)\nMonster level: 56~60
7007	Forest of Scream Passport	Passport needed to move to Forest of Scream (Chaotic Frontier)\nMonster level:31~40
7008	Super Talisman of Awakening <14 days>	Super Talisman of Awakening\nIt has more unique abilities\nthan a normal Talisman of Awakening does\nThis item gives you additional XP and Gold\n\nBonus XP +30%\nBonus Gold +20%\n\nDuration: 14 days
7009	Super Lucky Charm <14 days>	Super Lucky Charm\nIt has more unique abilities\nthan a normal Lucky Charm does\nYou can gain additional Gold and items\n\nBonus Gold +40%\nDrop Rate +100%\n\nDuration: 14 days
7010	Super Cloak of Elemental Mastery <14 days>	Super Cloak of Elemental Mastery\nIt has more special abilities\nthan a normal Cloak of Elemental Mastery does\nIncreases Prismatic Damage and All Elemental Resistances\n\nAll Elemental Attacks +10\nAll Elemental Resistances +15%\n\nDuration: 14 days
7011	Physical Resistance Prayer Stone<Lv2> Combination Manual	Combination manual for a Physical Resistance Prayer Stone Lv 2\nContaining combination ingredients\n\nCombination Ingredients:\n5 Physical Resistance Prayer Stone Lv 1\n1 Physical Resistance Prayer Stone Lv 2 Combination Manual\n50,000 Gold
7012	Physical Resistance Prayer Stone<Lv3> Combination Manual	Combination manual for a Physical Resistance Prayer Stone Lv 3\nContaining combination ingredients\n\nCombination Ingredients:\n10 Physical Resistance Prayer Stone Lv 2\n1 Physical Resistance Prayer Stone Lv 3 Combination Manual\n100,000 Gold
7013	Pet Scroll - Abrahya control<3 days> On/Off	Scroll to summon the pet Abrahya\nPet will support you with fighting against enermy\n\nDamage Increases by 10%\n\nFor 3 days\n\nOn/Off
7014	Pet Scroll - Abrahya control<999 hours> On/Off	Scroll to summon the pet Abrahya\nPet will support you with fighting against enermy\n\nDamage Increases by 10%\n\nFor 999 hours\n\nOn/Off
7015	Pet Scroll - Mercoon control<3 days> On/Off	Scroll to summon the pet Mercoon\nPet will support you with fighting against enermy\n\nDefense Increases by 10%\n\nFor 3 days\n\nOn/Off
7016	Pet Scroll - Mercoon control<999 hours> On/Off	Scroll to summon the pet Mercoon\nPet will support you with fighting against enermy\n\nDefense Increases by 10%\n\nFor 999 hours\n\nOn/Off
7017	Pet Scroll - Ramda control<5 days> On/Off	Scroll to summon the pet Ramda\nPet will support you with fighting against enermy\n\nDamage Increases by 10%\nDefense Increase by 10%\n\nFor 5 days\n\nOn/Off
7018	Abrahya Scroll Lv 1	Scroll to summon Pet Abrahya\nPet will follow you everywhere like a shadow and supports you\n\nDamage +4\nDefense +4\nBlock +2%\nSkill Block +2%\nAll Elemental Attacks +2\nStamina +1\n\nDuration: 30 days\n\nCan reserve usage but this will not alter Duration
7019	Abrahya Scroll Lv 2	Scroll to summon Pet Abrahya\nPet will follow you everywhere like a shadow and supports you\n\nDamage +6\nDefense +6\nBlock +3%\nSkill Block +3%\nAll Elemental Attacks +3\nStamina +2\n\nDuration: 30 days\n\nCan reserve usage but this will not alter Duration
7020	Ramda Scroll Lv 3	Scroll to summon Pet Ramda\nPet will follow you everywhere like a shadow and supports you\n\nDamage +8\nDefense +8\nBlock +5%\nSkill Block +5%\nAll Elemental Attacks +4\nStamina +4\n\nDuration: 30 days\n\nCan reserve usage but this will not alter Duration
7021	Mercoon Scroll Lv 4	Scroll to summon Pet Mercoon\nPet will follow you everywhere like a shadow and supports you\n\nDamage +10\nDefense +10\nBlock +6%\nSkill Block +6%\nAll Elemental Attacks +5\nStamina +5\n\nDuration: 30 days\n\nCan reserve usage but this will not alter Duration
7022	3-Year Anniversary Pet Box	3-Year Anniversary Pet Box\nNobody knows what kind of pet is in the box
7023	3-Year Anniversary Pet Box Bundle	A bundle including three 3-Year Anniversary Pet Boxes!\nNobody knows what kind of pet is in the box\n\nThe package itself is equipped with a firecracker feature
7024	Heroic Faith Costume <Knight>	HP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan reserve usage\nSuspension does not alter the Duration
7031	Heroic Faith Costume <Archer>	HP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan reserve usage\nSuspension does not alter the Duration
7032	Heroic Faith Costume <Mage>	HP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan reserve usage\nSuspension does not alter the Duration
7033	Heroic Faith Costume <Berserker>	HP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan reserve usage\nSuspension does not alter the Duration
7034	Heroic Faith Costume <Hunter>	HP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan reserve usage\nSuspension does not alter the Duration
7035	Heroic Faith Costume <Sorcerer>	HP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan reserve usage\nSuspension does not alter the Duration
7036	Heroic Faith Costume <Swashbuckler>	HP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan reserve usage\nSuspension does not alter the Duration
7037	Heroic Faith Costume <Ranger>	HP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan reserve usage\nSuspension does not alter the Duration
7038	Heroic Faith Costume <Elementalist>	HP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan reserve usage\nSuspension does not alter the Duration
7039	Pioneer Costume <Knight>	Special gift for 3-Year Anniversary\nWearing the gift will give you abilities below\n\nDamage +5\nDefense +5\nXP 3%\nBonus Gold +5%\nDrop Rate +5%\nHP +10\n\nDuration: 15 days
7040	Pioneer Costume <Archer>	Special gift for 3-Year Anniversary\nWearing the gift will give you abilities below\n\nDamage +5\nDefense +5\nXP 3%\nBonus Gold +5%\nDrop Rate +5%\nHP +10\n\nDuration: 15 days
7041	Pioneer Costume <Mage>	Special gift for 3-Year Anniversary\nWearing the gift will give you abilities below\n\nDamage +5\nDefense +5\nXP 3%\nBonus Gold +5%\nDrop Rate +5%\nHP +10\n\nDuration: 15 days
7042	Pioneer Costume <Berserker>	Special gift for 3-Year Anniversary\nWearing the gift will give you abilities below\n\nDamage +5\nDefense +5\nXP 3%\nBonus Gold +5%\nDrop Rate +5%\nHP +10\n\nDuration: 15 days
7043	Pioneer Costume <Hunter>	Special gift for 3-Year Anniversary\nWearing the gift will give you abilities below\n\nDamage +5\nDefense +5\nXP 3%\nBonus Gold +5%\nDrop Rate +5%\nHP +10\n\nDuration: 15 days
7044	Pioneer Costume <Sorcerer>	Special gift for 3-Year Anniversary\nWearing the gift will give you abilities below\n\nDamage +5\nDefense +5\nXP 3%\nBonus Gold +5%\nDrop Rate +5%\nHP +10\n\nDuration: 15 days
7045	Pioneer Costume <Swashbuckler>	Special gift for 3-Year Anniversary\nWearing the gift will give you abilities below\n\nDamage +5\nDefense +5\nXP 3%\nBonus Gold +5%\nDrop Rate +5%\nHP +10\n\nDuration: 15 days
7046	Pioneer Costume <Ranger>	Special gift for 3-Year Anniversary\nWearing the gift will give you abilities below\n\nDamage +5\nDefense +5\nXP 3%\nBonus Gold +5%\nDrop Rate +5%\nHP +10\n\nDuration: 15 days
7047	Pioneer Costume <Elementalist>	Special gift for 3-Year Anniversary\nWearing the gift will give you abilities below\n\nDamage +5\nDefense +5\nXP 3%\nBonus Gold +5%\nDrop Rate +5%\nHP +10\n\nDuration: 15 days
7048	Pioneer Costume Hat	A part of Pioneer Costume\nYou can get the Pioneer Costume appropriate to your class\nby collecting all other parts first\nand then refining them with the Proof given to each class
7049	Pioneer Costume Jacket	A part of Pioneer Costume\nYou can get the Pioneer Costume appropriate to your class\nby collecting all other parts first\nand then refining them with the Proof given to each class
7050	Pioneer Costume Pants	A part of Pioneer Costume\nYou can get the Pioneer Costume appropriate to your class\nby collecting all other parts first\nand then refining them with the Proof given to each class
7051	Pioneer Costume Gloves	A part of Pioneer Costume\nYou can get the Pioneer Costume appropriate to your class\nby collecting all other parts first\nand then refining them with the Proof given to each class
7052	Pioneer Costume Boots	A part of Pioneer Costume\nYou can get the Pioneer Costume appropriate to your class\nby collecting all other parts first\nand then refining them with the Proof given to each class
7053	Proof of Knight	Document needed to make Pioneer Costume <Knight>\nCombine it with the following items.\n\n1 Pioneer Costume Hat\n1 Pioneer Costume Jacket\n1 Pioneer Costume Pants\n1 Pioneer Costume Gloves\n1 Pioneer Costume Boots
7054	Proof of Archer	Document needed to make Pioneer Costume <Archer>\nCombine it with the following items\n\n1 Pioneer Hat\n1 Pioneer Jacket\n1 Pioneer Pants\n1 Pioneer Gloves\n1 Pioneer Boots
7055	Proof of Mage	Document needed to make Pioneer Costume <Mage>\nCombine it with the following items\n\n1 Pioneer Hat\n1 Pioneer Jacket\n1 Pioneer Pants\n1 Pioneer Gloves\n1 Pioneer Boots
7056	Proof of Berserker	Document needed to make Pioneer Costume <Berserker>\nCombine it with the following items\n\n1 Pioneer Hat\n1 Pioneer Jacket\n1 Pioneer Pants\n1 Pioneer Gloves\n1 Pioneer Boots
7057	Proof of Hunter	A document necessary to combine Pioneer Costume <Hunter>\nCombine below items with this document\n\n1 Pioneer Hat\n1 Pioneer Jacket\n1 Pioneer Pants\n1 Pioneer Gloves\n1 Pioneer Boots
7058	Proof of Sorcerer	Document needed to make Pioneer Costume <Sorcerer>\nCombine it with the following items\n\n1 Pioneer Hat\n1 Pioneer Jacket\n1 Pioneer Pants\n1 Pioneer Gloves\n1 Pioneer Boots
7059	Proof of Swashbuckler	Document needed to make Pioneer Costume <Swashbuckler>\nCombine it with the following items\n\n1 Pioneer Hat\n1 Pioneer Jacket\n1 Pioneer Pants\n1 Pioneer Gloves\n1 Pioneer Boots
7060	Proof of Ranger	Document needed to make Pioneer Costume <Ranger>\nCombine it with the following items\n\n1 Pioneer Hat\n1 Pioneer Jacket\n1 Pioneer Pants\n1 Pioneer Gloves\n1 Pioneer Boots
7061	Proof of Elementalist	Document necessary to combine Pioneer Costume <Elementalist>\nCombine below items with this document\n\n1 Pioneer Hat\n1 Pioneer Jacket\n1 Pioneer Pants\n1 Pioneer Gloves\n1 Pioneer Boots
7062	3-Year Anniversary Fortune Gate Pass	Required to obtain an item at the 3-Year Anniversary Fortune Gate
7063	3-Year Anniversary Present	Containing one of the following Chantra items\n\n20,000 Lens Stones\n1 Cloak of Elemental Mastery <14 days>\n5 Gold Keys for Treasure Chests\n10 Silver Keys for Treasure Chests\nTalisman of Awakening <1 day>\nLucky Charm <1 day>\nCloak of Elemental Mastery <1 day>\n1,000 Lens Stones\n10 Extra-large Giant Potions+\n10 Extra-large Evasion Potions+\n10 Extra-large Quickness Potions+\n10 Gates of Phantom
7064	Anchorville Passport	This item will teleport you to the Human Village of Anchorville\n\nYou cannot use it\nwhen in combat or on a siege battlefield
7065	Golundo Passport	This item will teleport you to the Orc Village Golundo.\n\nYou cannot use it\nwhen in combat or on a siege battlefield.
7066	Norine Passport	This item will teleport you to the MoonElf Village Norine.\n\nYou cannot use it\nwhen in combat or in a battle area.
7067	Sabre Marylith Potion	Sabre Marylith metamorphosis when consumed\n\nDamage +70\nDefense +15\nHP +200\nMovement Speed +16%\n\nDuration: 4 min
7068	Rattleviper Potion	Rattleviper metamorphosis when consumed\n\nDamage +50\nDefense +10\nHP +100\nMovement Speed +83%\n\nDuration: 4 min
7069	Reptilian Soldier Potion	Reptilian Soldier metamorphosis when consumed\n\nDamage +60\nDefense +20\nHP +300\nMovement Speed +16%\n\nDuration: 4 min
7070	Frost Horned Deathmute Potion	Frost Horned Deathmute metamorphosis when consumed\n\nDamage +80\nDefense +15\nHP +200\nMovement Speed +50%\n\nDuration: 4 min
7071	Volcano Wolf Form Potion	Volcano Wolf Form metamorphosis when consumed\n\nDamage +60\nDefense +10\nHP +100\nMovement Speed +16%\n\nDuration: 4 min
7078	Serazaran Scroll Lv 1	Scroll to summon Pet Sarazaran Lv 1\nPet will follow character everywhere like a shadow and increase Damage\n\nDamage +1\nDefense +1\nMovement Speed +1%\n\nDuration: 3 hours
7079	Serazaran Scroll Lv 2	Scroll to summon Pet Sarazaran Lv 2\nPet will follow character everywhere like a shadow and increase Damage\n\nDamage +2\nDefense +2\nMovement Speed +2%\n\nDuration: 3 hours
7080	Serazaran Scroll Lv 3	Scroll to summon Pet Sarazaran Lv 1\nPet will follow character everywhere like a shadow and increase Damage\n\nDamage +3\nDefense +3\nMovement Speed +3%\n\nDuration: 3 hours
7081	Serazaran Scroll Lv 4	Scroll to summon Pet Sarazaran Lv 4\nPet will follow character everywhere like a shadow and increase Damage\n\nDamage +4\nDefense +4\nMovement Speed +4%\nBonus XP +500%\n\nDuration: 1 hour
7082	Talisman of Return <7 days>	An item provided only to Level 15+ characters who did not visit the Chantra Continent\nbetween February 1 and March 20 in 2008\n\nBonus XP +10%\n\nCan be used with a Talisman of Awakening
7083	Lord Armor: Offense <Knight - 14 days>	Lord Armor: Offense <Knight>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7084	Lord Armor: Defense <Knight - 14 days>	Lord Armor: Defense <Knight>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7085	Lord Armor: Balanced <Knight - 14 days>	Lord Armor: Balanced <Knight>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7086	Lord Armor: Superior <Knight - 14 days>	Lord Armor: Superior <Knight>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7087	Lord Armor: Superior <Knight - 30 days>	Lord Armor: Superior <Knight>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7088	Lord Armor: Offense <Archer - 14 days>	Lord Armor: Offense <Archer>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7089	Lord Armor: Defense <Archer - 14 days>	Lord Armor: Defense <Archer>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7090	Lord Armor: Balanced <Archer - 14 days>	Lord Armor: Balanced <Archer>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7091	Lord Armor: Superior <Archer - 14 days>	Lord Armor: Superior <Archer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7092	Lord Armor: Superior <Archer - 30 days>	Lord Armor: Superior <Archer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7093	Angel Armor: Offense <Mage - 14 days>	Angel Armor: Offense <Mage>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7094	Angel Armor: Defense <Mage - 14 days>	Angel Armor: Defense <Mage>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7095	Angel Armor: Balanced <Mage - 14 days>	Angel Armor: Balanced <Mage>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7096	Angel Armor: Superior <Mage - 14 days>	Angel Armor: Superior <Mage>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7097	Angel Armor: Superior <Mage - 30 days>	Angel Armor: Superior <Mage>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7098	Lord Armor: Offense <Berserker - 14 days>	Lord Armor: Offense <Berserker>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7099	Lord Armor: Defense <Berserker - 14 days>	Lord Armor: Defense <Berserker>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7100	Lord Armor: Balanced <Berserker - 14 days>	Lord Armor: Balanced <Berserker>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7101	Lord Armor: Superior <Berserker - 14 days>	Lord Armor: Superior <Berserker>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7102	Lord Armor: Superior <Berserker - 30 days>	Lord Armor: Superior <Berserker>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7103	Angel Armor: Offense <Hunter - 14 days>	Angel Armor: Offense <Hunter>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7104	Angel Armor: Defense <Hunter - 14 days>	Angel Armor: Defense <Hunter>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7105	Angel Armor: Balanced <Hunter - 14 days>	Angel Armor: Balanced <Hunter>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7106	Angel Armor: Superior <Hunter - 14 days>	Angel Armor: Superior <Hunter>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7107	Angel Armor: Superior <Hunter - 30 days>	Angel Armor: Superior <Hunter>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7108	Lord Armor: Offense <Sorcerer - 14 days>	Lord Armor: Offense <Sorcerer>\nGreatly enhances your offensive abilities\n\nHP +20\nMana +20\nDamage +20\nAll Elemental Attacks +10\nAttack Speed +5%\nMovement Speed +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7109	Lord Armor: Defense <Sorcerer - 14 days>	Lord Armor: Defense <Sorcerer>\nGreatly improves your defensive abilities\n\nHP +50\nMana +50\nDefense +20\nAll Elemental Resistances +10%\nBlock +5%\nSkill Block +5%\n1% chance when hit to convert 3% of damage taken into restored health\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
7110	Lord Armor: Balanced <Sorcerer - 14 days>	Lord Armor: Balanced <Sorcerer>\nImproves your ability to advance\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nBonus XP +10%\nDrop Rate +10%\nBonus Gold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling would not affect the Duration
